order_id,product_name,product_category,quantity,unit_price,total_price
662,Dumbbells,Sports,1,137.96,137.96
662,AirPods,Electronics,1,164.81,164.81
663,Makeup Kit,Beauty,1,47.13,47.13
664,MacBook Pro,Electronics,1,332.68,332.68
664,Plant Pot,Home & Garden,1,57.37,57.37
664,iPad,Electronics,1,916.12,916.12
665,MacBook Pro,Electronics,2,104.84,209.68
666,Plant Pot,Home & Garden,1,40.93,40.93
666,Makeup Kit,Beauty,2,13.05,26.1
667,iPhone 15,Electronics,1,589.32,589.32
668,Perfume,Beauty,1,44.86,44.86
668,Perfume,Beauty,2,44.3,88.6
669,Running Shoes,Sports,1,189.95,189.95
669,Makeup Kit,Beauty,2,55.81,111.62
670,Perfume,Beauty,1,13.79,13.79
671,Yoga Mat,Sports,2,40.41,80.82
672,Fiction Novel,Books,1,29.9,29.9
673,Jacket,Clothing,1,129.11,129.11
673,Dress,Clothing,2,60.66,121.32
674,Makeup Kit,Beauty,2,80.73,161.46
674,Fiction Novel,Books,2,23.03,46.06
674,Perfume,Beauty,1,64.79,64.79
675,Business Book,Books,1,32.16,32.16
675,Jeans,Clothing,1,66.56,66.56
676,Cookbook,Books,1,11.73,11.73
677,Dress,Clothing,2,77.12,154.24
677,MacBook Pro,Electronics,1,824.81,824.81
677,Fiction Novel,Books,1,26.91,26.91
678,Dumbbells,Sports,2,245.81,491.62
678,Dumbbells,Sports,2,120.51,241.02
678,MacBook Pro,Electronics,1,568.47,568.47
679,Coffee Maker,Home & Garden,2,206.44,412.88
679,Cookbook,Books,1,25.2,25.2
680,Plant Pot,Home & Garden,2,206.53,413.06
680,Cookbook,Books,2,49.62,99.24
681,Dress,Clothing,1,123.42,123.42
681,Fiction Novel,Books,1,30.48,30.48
682,Jeans,Clothing,2,144.55,289.1
683,Fiction Novel,Books,1,12.56,12.56
683,Fiction Novel,Books,2,21.24,42.48
683,Perfume,Beauty,2,55.84,111.68
684,Fiction Novel,Books,2,31.87,63.74
684,Yoga Mat,Sports,2,119.19,238.38
685,T-Shirt,Clothing,1,59.9,59.9
686,iPhone 15,Electronics,2,188.92,377.84
686,Perfume,Beauty,1,19.0,19.0
687,Dumbbells,Sports,2,226.24,452.48
688,Skincare Set,Beauty,2,20.84,41.68
689,Coffee Maker,Home & Garden,1,183.47,183.47
689,Running Shoes,Sports,2,101.48,202.96
690,AirPods,Electronics,2,637.3,1274.6
690,Coffee Maker,Home & Garden,2,132.19,264.38
690,Cookbook,Books,2,20.39,40.78
691,Fiction Novel,Books,2,30.19,60.38
692,Jeans,Clothing,1,56.1,56.1
692,Dumbbells,Sports,1,155.24,155.24
693,AirPods,Electronics,2,387.57,775.14
693,iPad,Electronics,1,628.92,628.92
693,Cookbook,Books,1,35.61,35.61
694,Skincare Set,Beauty,2,61.65,123.3
694,iPhone 15,Electronics,1,127.2,127.2
694,Cookbook,Books,2,28.49,56.98
695,Jeans,Clothing,1,113.97,113.97
695,Cookbook,Books,1,27.63,27.63
695,Jeans,Clothing,2,70.78,141.56
696,iPhone 15,Electronics,2,724.18,1448.36
697,Plant Pot,Home & Garden,1,113.29,113.29
697,Running Shoes,Sports,2,45.99,91.98
697,Dumbbells,Sports,1,65.43,65.43
698,Skincare Set,Beauty,1,14.49,14.49
698,Skincare Set,Beauty,1,48.36,48.36
698,Makeup Kit,Beauty,2,14.62,29.24
699,Makeup Kit,Beauty,1,24.92,24.92
700,Coffee Maker,Home & Garden,2,210.71,421.42
700,Makeup Kit,Beauty,1,87.59,87.59
700,Yoga Mat,Sports,2,363.75,727.5
701,Skincare Set,Beauty,1,76.64,76.64
701,T-Shirt,Clothing,1,81.45,81.45
701,Business Book,Books,1,37.88,37.88
702,Skincare Set,Beauty,2,23.96,47.92
703,Coffee Maker,Home & Garden,1,168.0,168.0
703,Makeup Kit,Beauty,1,86.25,86.25
704,Jacket,Clothing,1,118.25,118.25
705,Plant Pot,Home & Garden,1,283.05,283.05
705,Lamp,Home & Garden,1,279.32,279.32
706,Plant Pot,Home & Garden,1,64.6,64.6
707,Yoga Mat,Sports,2,281.85,563.7
708,Yoga Mat,Sports,1,307.74,307.74
708,Skincare Set,Beauty,2,15.92,31.84
709,Jacket,Clothing,1,121.13,121.13
709,iPhone 15,Electronics,2,269.01,538.02
709,Plant Pot,Home & Garden,2,259.68,519.36
710,Lamp,Home & Garden,2,188.4,376.8
710,Fiction Novel,Books,2,15.47,30.94
710,iPad,Electronics,2,907.34,1814.68
711,Business Book,Books,1,13.18,13.18
711,iPhone 15,Electronics,1,282.58,282.58
712,Coffee Maker,Home & Garden,2,164.71,329.42
712,Makeup Kit,Beauty,2,57.55,115.1
712,MacBook Pro,Electronics,2,837.92,1675.84
713,AirPods,Electronics,1,897.28,897.28
714,Fiction Novel,Books,2,37.83,75.66
715,Lamp,Home & Garden,2,152.45,304.9
716,Dumbbells,Sports,1,211.75,211.75
717,Dumbbells,Sports,2,199.85,399.7
718,T-Shirt,Clothing,2,144.09,288.18
718,Business Book,Books,1,45.11,45.11
719,Jacket,Clothing,1,150.43,150.43
719,iPad,Electronics,1,346.51,346.51
720,iPhone 15,Electronics,1,366.41,366.41
720,Coffee Maker,Home & Garden,2,240.92,481.84
720,Yoga Mat,Sports,1,69.78,69.78
721,Makeup Kit,Beauty,1,97.14,97.14
722,Makeup Kit,Beauty,2,65.38,130.76
722,iPad,Electronics,2,810.07,1620.14
722,Running Shoes,Sports,2,250.81,501.62
723,Jeans,Clothing,1,132.37,132.37
723,iPhone 15,Electronics,1,392.5,392.5
723,Dumbbells,Sports,2,297.55,595.1
724,Cookbook,Books,1,48.34,48.34
724,Plant Pot,Home & Garden,2,294.95,589.9
724,Running Shoes,Sports,1,253.68,253.68
725,Fiction Novel,Books,1,31.02,31.02
726,Business Book,Books,1,16.93,16.93
727,Yoga Mat,Sports,2,228.11,456.22
727,Jeans,Clothing,2,132.15,264.3
728,Business Book,Books,1,19.98,19.98
728,T-Shirt,Clothing,1,160.86,160.86
729,T-Shirt,Clothing,2,77.67,155.34
729,T-Shirt,Clothing,1,84.82,84.82
730,Coffee Maker,Home & Garden,2,296.96,593.92
730,Makeup Kit,Beauty,2,65.15,130.3
730,Jacket,Clothing,1,75.2,75.2
731,Dumbbells,Sports,2,343.37,686.74
731,Dress,Clothing,2,98.91,197.82
732,Running Shoes,Sports,1,208.6,208.6
733,Jeans,Clothing,1,21.75,21.75
734,Coffee Maker,Home & Garden,1,265.56,265.56
734,Coffee Maker,Home & Garden,1,234.75,234.75
734,T-Shirt,Clothing,2,83.89,167.78
735,Yoga Mat,Sports,2,204.59,409.18
735,Skincare Set,Beauty,2,11.53,23.06
736,Makeup Kit,Beauty,2,58.98,117.96
736,Fiction Novel,Books,1,39.69,39.69
736,Jeans,Clothing,1,139.76,139.76
737,iPhone 15,Electronics,2,837.96,1675.92
737,Fiction Novel,Books,1,13.51,13.51
737,iPad,Electronics,2,962.26,1924.52
738,Fiction Novel,Books,2,32.63,65.26
739,Fiction Novel,Books,1,27.85,27.85
739,MacBook Pro,Electronics,1,52.59,52.59
740,MacBook Pro,Electronics,1,593.0,593.0
741,Makeup Kit,Beauty,1,25.17,25.17
741,Dumbbells,Sports,2,182.61,365.22
741,Plant Pot,Home & Garden,2,132.55,265.1
742,Lamp,Home & Garden,1,64.81,64.81
742,Lamp,Home & Garden,1,241.74,241.74
742,Jacket,Clothing,1,187.88,187.88
743,Lamp,Home & Garden,2,138.8,277.6
743,AirPods,Electronics,1,863.06,863.06
744,Lamp,Home & Garden,2,282.29,564.58
744,Business Book,Books,1,20.72,20.72
744,Makeup Kit,Beauty,2,85.04,170.08
745,T-Shirt,Clothing,1,82.26,82.26
745,Skincare Set,Beauty,1,47.46,47.46
746,Dumbbells,Sports,2,291.21,582.42
746,Jacket,Clothing,1,81.98,81.98
747,Plant Pot,Home & Garden,2,40.86,81.72
747,Jacket,Clothing,1,98.19,98.19
747,Fiction Novel,Books,2,16.46,32.92
748,Skincare Set,Beauty,1,63.77,63.77
749,T-Shirt,Clothing,2,182.04,364.08
750,Skincare Set,Beauty,1,45.62,45.62
750,Skincare Set,Beauty,2,64.87,129.74
751,Yoga Mat,Sports,1,115.09,115.09
752,T-Shirt,Clothing,2,99.8,199.6
752,Yoga Mat,Sports,1,380.18,380.18
753,Yoga Mat,Sports,1,39.57,39.57
754,Jacket,Clothing,1,70.09,70.09
754,iPad,Electronics,1,445.03,445.03
755,Perfume,Beauty,2,24.95,49.9
756,iPhone 15,Electronics,1,598.9,598.9
756,Coffee Maker,Home & Garden,2,256.87,513.74
756,Coffee Maker,Home & Garden,2,150.64,301.28
757,Dumbbells,Sports,1,25.9,25.9
758,Cookbook,Books,1,24.44,24.44
758,Perfume,Beauty,2,84.81,169.62
759,Plant Pot,Home & Garden,1,177.53,177.53
759,Dumbbells,Sports,1,68.86,68.86
759,Business Book,Books,2,13.57,27.14
760,Skincare Set,Beauty,2,58.85,117.7
760,Skincare Set,Beauty,2,80.39,160.78
761,iPad,Electronics,2,74.17,148.34
761,Yoga Mat,Sports,1,306.23,306.23
761,iPad,Electronics,1,967.99,967.99
762,Yoga Mat,Sports,2,110.86,221.72
763,Plant Pot,Home & Garden,1,203.16,203.16
763,Coffee Maker,Home & Garden,1,224.36,224.36
763,AirPods,Electronics,2,120.72,241.44
764,AirPods,Electronics,2,266.49,532.98
764,Perfume,Beauty,2,63.37,126.74
764,Fiction Novel,Books,2,12.07,24.14
765,Dress,Clothing,1,123.52,123.52
765,Cookbook,Books,1,46.87,46.87
766,Dress,Clothing,2,50.53,101.06
766,Dumbbells,Sports,1,274.06,274.06
767,Skincare Set,Beauty,1,57.55,57.55
767,T-Shirt,Clothing,2,40.89,81.78
767,Skincare Set,Beauty,2,15.91,31.82
768,Lamp,Home & Garden,2,238.95,477.9
768,MacBook Pro,Electronics,2,369.39,738.78
769,Running Shoes,Sports,1,59.47,59.47
769,Makeup Kit,Beauty,1,41.03,41.03
769,Business Book,Books,1,26.34,26.34
770,Makeup Kit,Beauty,1,84.77,84.77
770,Business Book,Books,2,49.72,99.44
771,Dumbbells,Sports,1,267.27,267.27
771,Cookbook,Books,1,25.69,25.69
772,iPad,Electronics,1,740.22,740.22
772,Jacket,Clothing,2,98.15,196.3
772,Dumbbells,Sports,2,87.97,175.94
773,T-Shirt,Clothing,1,44.2,44.2
773,Jeans,Clothing,1,147.05,147.05
774,iPad,Electronics,2,641.43,1282.86
775,AirPods,Electronics,1,572.65,572.65
776,MacBook Pro,Electronics,2,240.87,481.74
777,Skincare Set,Beauty,1,39.42,39.42
777,Fiction Novel,Books,1,31.63,31.63
778,Cookbook,Books,2,11.07,22.14
778,Coffee Maker,Home & Garden,2,227.34,454.68
778,iPad,Electronics,2,350.39,700.78
779,T-Shirt,Clothing,2,60.47,120.94
779,Skincare Set,Beauty,1,78.91,78.91
780,AirPods,Electronics,2,386.66,773.32
780,Skincare Set,Beauty,2,15.44,30.88
780,T-Shirt,Clothing,1,122.76,122.76
781,MacBook Pro,Electronics,1,880.08,880.08
781,Fiction Novel,Books,1,41.35,41.35
781,Jacket,Clothing,1,107.94,107.94
782,Lamp,Home & Garden,2,95.52,191.04
783,Coffee Maker,Home & Garden,1,89.11,89.11
783,Fiction Novel,Books,2,46.94,93.88
783,Skincare Set,Beauty,1,46.44,46.44
784,MacBook Pro,Electronics,1,119.82,119.82
784,Skincare Set,Beauty,2,51.11,102.22
785,iPad,Electronics,2,472.2,944.4
786,Coffee Maker,Home & Garden,2,211.09,422.18
786,Cookbook,Books,2,31.29,62.58
786,T-Shirt,Clothing,1,116.32,116.32
787,Cookbook,Books,1,30.99,30.99
788,iPhone 15,Electronics,1,494.46,494.46
788,Plant Pot,Home & Garden,2,41.95,83.9
788,Skincare Set,Beauty,1,35.32,35.32
789,Perfume,Beauty,1,48.03,48.03
789,Lamp,Home & Garden,2,288.97,577.94
790,Dumbbells,Sports,2,388.1,776.2
791,Business Book,Books,2,43.05,86.1
792,AirPods,Electronics,2,875.83,1751.66
793,Skincare Set,Beauty,1,55.45,55.45
794,Perfume,Beauty,1,65.44,65.44
794,Running Shoes,Sports,1,62.72,62.72
795,Fiction Novel,Books,2,28.59,57.18
795,Jeans,Clothing,2,161.69,323.38
796,MacBook Pro,Electronics,2,616.95,1233.9
797,Cookbook,Books,2,37.65,75.3
798,T-Shirt,Clothing,1,117.85,117.85
799,iPhone 15,Electronics,2,254.74,509.48
799,Dumbbells,Sports,1,319.07,319.07
800,Makeup Kit,Beauty,2,63.21,126.42
800,Makeup Kit,Beauty,1,14.8,14.8
801,Lamp,Home & Garden,2,119.49,238.98
801,Business Book,Books,2,45.32,90.64
801,Cookbook,Books,1,17.07,17.07
802,Jeans,Clothing,1,177.42,177.42
802,Running Shoes,Sports,2,192.71,385.42
803,Fiction Novel,Books,1,31.02,31.02
803,Yoga Mat,Sports,2,360.61,721.22
803,Skincare Set,Beauty,1,92.22,92.22
804,Fiction Novel,Books,2,15.34,30.68
804,Plant Pot,Home & Garden,2,102.8,205.6
804,Coffee Maker,Home & Garden,2,114.46,228.92
805,Yoga Mat,Sports,1,366.82,366.82
806,Business Book,Books,2,34.07,68.14
806,Running Shoes,Sports,2,383.05,766.1
806,Business Book,Books,2,24.03,48.06
807,Cookbook,Books,2,32.77,65.54
807,Lamp,Home & Garden,1,230.03,230.03
808,Fiction Novel,Books,1,18.59,18.59
809,Makeup Kit,Beauty,1,23.31,23.31
809,Makeup Kit,Beauty,1,96.87,96.87
810,Running Shoes,Sports,1,196.08,196.08
811,Yoga Mat,Sports,2,252.88,505.76
812,Dumbbells,Sports,1,208.74,208.74
812,Coffee Maker,Home & Garden,2,145.38,290.76
813,Makeup Kit,Beauty,2,86.43,172.86
813,Lamp,Home & Garden,1,34.61,34.61
814,Running Shoes,Sports,1,201.12,201.12
814,Dress,Clothing,2,154.76,309.52
814,Coffee Maker,Home & Garden,2,36.46,72.92
815,Dress,Clothing,1,102.4,102.4
815,iPad,Electronics,1,540.88,540.88
816,iPad,Electronics,1,215.01,215.01
816,Skincare Set,Beauty,1,14.63,14.63
817,Lamp,Home & Garden,2,33.71,67.42
817,iPhone 15,Electronics,1,743.72,743.72
817,Plant Pot,Home & Garden,1,222.57,222.57
818,iPhone 15,Electronics,2,841.48,1682.96
818,Skincare Set,Beauty,2,24.97,49.94
819,Perfume,Beauty,2,23.27,46.54
820,Dumbbells,Sports,2,203.86,407.72
820,MacBook Pro,Electronics,1,721.54,721.54
821,Business Book,Books,2,18.52,37.04
821,Perfume,Beauty,2,80.62,161.24
822,Fiction Novel,Books,1,28.67,28.67
822,iPhone 15,Electronics,1,381.77,381.77
822,Dumbbells,Sports,1,31.15,31.15
823,Fiction Novel,Books,1,41.45,41.45
823,Jacket,Clothing,2,34.97,69.94
824,Yoga Mat,Sports,2,323.16,646.32
824,Dress,Clothing,2,76.54,153.08
824,Perfume,Beauty,1,84.54,84.54
825,Cookbook,Books,2,27.12,54.24
825,MacBook Pro,Electronics,2,310.72,621.44
825,Lamp,Home & Garden,2,137.49,274.98
826,Jacket,Clothing,1,39.56,39.56
827,Dumbbells,Sports,2,179.19,358.38
827,iPad,Electronics,2,740.93,1481.86
828,Lamp,Home & Garden,2,238.89,477.78
829,Business Book,Books,1,19.04,19.04
830,Running Shoes,Sports,2,274.3,548.6
830,Coffee Maker,Home & Garden,2,33.57,67.14
830,Running Shoes,Sports,2,71.21,142.42
831,Dress,Clothing,2,130.37,260.74
832,Lamp,Home & Garden,2,18.46,36.92
832,Yoga Mat,Sports,1,127.02,127.02
833,Coffee Maker,Home & Garden,1,245.05,245.05
833,Fiction Novel,Books,2,30.39,60.78
834,Business Book,Books,2,45.52,91.04
835,AirPods,Electronics,1,543.82,543.82
835,Dumbbells,Sports,2,397.19,794.38
835,Yoga Mat,Sports,2,95.79,191.58
836,Business Book,Books,1,11.6,11.6
836,Jacket,Clothing,2,20.07,40.14
836,Fiction Novel,Books,2,31.19,62.38
837,Jacket,Clothing,1,27.82,27.82
837,Skincare Set,Beauty,1,17.38,17.38
837,Makeup Kit,Beauty,1,97.67,97.67
838,Perfume,Beauty,1,22.91,22.91
838,iPhone 15,Electronics,2,116.22,232.44
838,Skincare Set,Beauty,1,60.47,60.47
839,Jeans,Clothing,2,163.07,326.14
840,Plant Pot,Home & Garden,1,62.22,62.22
841,Dumbbells,Sports,2,392.42,784.84
842,T-Shirt,Clothing,2,23.65,47.3
843,Yoga Mat,Sports,1,396.45,396.45
843,Dress,Clothing,2,134.95,269.9
844,iPhone 15,Electronics,1,63.78,63.78
844,Plant Pot,Home & Garden,2,32.6,65.2
844,Dress,Clothing,2,30.29,60.58
845,Lamp,Home & Garden,2,111.17,222.34
845,Perfume,Beauty,1,86.65,86.65
845,Plant Pot,Home & Garden,1,36.71,36.71
846,Jacket,Clothing,2,78.79,157.58
846,iPad,Electronics,1,789.71,789.71
847,Jacket,Clothing,2,100.2,200.4
847,iPad,Electronics,2,166.55,333.1
848,Dress,Clothing,2,114.39,228.78
849,Dumbbells,Sports,2,236.9,473.8
849,Dumbbells,Sports,2,185.36,370.72
849,Fiction Novel,Books,1,32.06,32.06
850,Running Shoes,Sports,1,38.38,38.38
850,Jacket,Clothing,2,113.08,226.16
851,Jacket,Clothing,2,102.09,204.18
852,Jeans,Clothing,1,71.83,71.83
852,Dumbbells,Sports,1,306.79,306.79
853,Plant Pot,Home & Garden,2,80.38,160.76
854,Running Shoes,Sports,1,276.48,276.48
854,T-Shirt,Clothing,1,190.51,190.51
855,Fiction Novel,Books,2,19.74,39.48
855,Fiction Novel,Books,1,19.9,19.9
855,Coffee Maker,Home & Garden,1,204.62,204.62
856,Skincare Set,Beauty,2,68.98,137.96
856,Perfume,Beauty,1,97.26,97.26
856,Fiction Novel,Books,2,37.18,74.36
857,Plant Pot,Home & Garden,1,268.76,268.76
858,Business Book,Books,2,29.69,59.38
858,Lamp,Home & Garden,1,48.02,48.02
859,Lamp,Home & Garden,1,86.79,86.79
859,iPhone 15,Electronics,1,881.76,881.76
860,Dress,Clothing,1,91.85,91.85
861,Yoga Mat,Sports,1,385.07,385.07
862,Jacket,Clothing,1,30.01,30.01
862,Skincare Set,Beauty,2,74.58,149.16
863,AirPods,Electronics,2,936.33,1872.66
863,Dress,Clothing,1,163.21,163.21
864,Dress,Clothing,2,47.97,95.94
865,Coffee Maker,Home & Garden,2,219.4,438.8
866,AirPods,Electronics,1,488.51,488.51
867,Perfume,Beauty,2,15.29,30.58
867,Makeup Kit,Beauty,2,61.55,123.1
868,iPhone 15,Electronics,1,123.57,123.57
868,iPad,Electronics,1,523.61,523.61
868,Cookbook,Books,2,39.74,79.48
869,iPhone 15,Electronics,2,601.55,1203.1
869,Fiction Novel,Books,2,15.75,31.5
870,T-Shirt,Clothing,1,135.05,135.05
870,MacBook Pro,Electronics,2,124.85,249.7
870,Cookbook,Books,1,39.13,39.13
871,Dumbbells,Sports,1,31.81,31.81
872,Coffee Maker,Home & Garden,1,172.8,172.8
872,Running Shoes,Sports,1,285.13,285.13
873,T-Shirt,Clothing,2,104.77,209.54
874,Cookbook,Books,1,21.61,21.61
874,Dress,Clothing,1,89.64,89.64
874,Business Book,Books,2,30.14,60.28
875,Fiction Novel,Books,1,38.46,38.46
875,Lamp,Home & Garden,1,212.53,212.53
876,Makeup Kit,Beauty,1,15.86,15.86
876,Business Book,Books,2,19.05,38.1
876,Business Book,Books,2,32.99,65.98
877,Business Book,Books,2,20.88,41.76
878,Perfume,Beauty,2,97.05,194.1
879,AirPods,Electronics,2,187.27,374.54
880,iPad,Electronics,2,865.57,1731.14
880,Jacket,Clothing,2,67.03,134.06
881,Yoga Mat,Sports,2,247.79,495.58
882,Skincare Set,Beauty,2,11.31,22.62
882,Cookbook,Books,2,25.82,51.64
883,AirPods,Electronics,2,606.2,1212.4
883,Perfume,Beauty,1,66.24,66.24
884,Skincare Set,Beauty,2,96.46,192.92
884,MacBook Pro,Electronics,2,155.5,311.0
884,Coffee Maker,Home & Garden,2,62.05,124.1
885,T-Shirt,Clothing,1,102.49,102.49
885,Makeup Kit,Beauty,2,18.98,37.96
886,Makeup Kit,Beauty,1,66.13,66.13
886,Dumbbells,Sports,2,230.82,461.64
887,Perfume,Beauty,1,43.38,43.38
887,Jacket,Clothing,2,96.91,193.82
888,Business Book,Books,2,49.85,99.7
888,Jeans,Clothing,1,43.82,43.82
889,Coffee Maker,Home & Garden,2,268.67,537.34
889,Skincare Set,Beauty,1,75.69,75.69
890,Perfume,Beauty,2,75.04,150.08
890,Dumbbells,Sports,1,244.86,244.86
891,T-Shirt,Clothing,2,141.59,283.18
892,Plant Pot,Home & Garden,1,283.07,283.07
893,Coffee Maker,Home & Garden,2,124.01,248.02
893,Running Shoes,Sports,1,205.56,205.56
894,Running Shoes,Sports,2,93.22,186.44
894,Coffee Maker,Home & Garden,1,123.22,123.22
894,Perfume,Beauty,2,53.97,107.94
895,AirPods,Electronics,1,783.95,783.95
896,Plant Pot,Home & Garden,2,139.55,279.1
896,Dumbbells,Sports,2,363.61,727.22
896,Running Shoes,Sports,1,203.8,203.8
897,Coffee Maker,Home & Garden,1,137.29,137.29
897,Makeup Kit,Beauty,2,51.83,103.66
898,T-Shirt,Clothing,1,137.33,137.33
898,T-Shirt,Clothing,1,190.61,190.61
899,iPhone 15,Electronics,1,530.4,530.4
900,Fiction Novel,Books,1,41.95,41.95
900,Fiction Novel,Books,1,21.67,21.67
901,Fiction Novel,Books,1,12.78,12.78
902,Fiction Novel,Books,2,10.14,20.28
902,Jeans,Clothing,1,58.65,58.65
902,iPad,Electronics,1,228.49,228.49
903,AirPods,Electronics,2,711.15,1422.3
904,Plant Pot,Home & Garden,1,290.69,290.69
905,Jeans,Clothing,2,36.97,73.94
906,Skincare Set,Beauty,1,26.84,26.84
907,Dumbbells,Sports,1,334.94,334.94
907,Fiction Novel,Books,2,40.11,80.22
907,iPad,Electronics,2,457.88,915.76
908,Plant Pot,Home & Garden,2,267.14,534.28
908,Fiction Novel,Books,1,27.08,27.08
908,Jacket,Clothing,2,93.91,187.82
909,Lamp,Home & Garden,2,182.6,365.2
909,Cookbook,Books,1,21.96,21.96
909,Running Shoes,Sports,1,85.97,85.97
910,Cookbook,Books,2,35.23,70.46
911,Yoga Mat,Sports,2,127.86,255.72
911,Cookbook,Books,2,19.4,38.8
911,Dumbbells,Sports,2,322.9,645.8
912,Plant Pot,Home & Garden,1,176.87,176.87
913,iPad,Electronics,1,713.86,713.86
913,Coffee Maker,Home & Garden,2,163.78,327.56
914,Makeup Kit,Beauty,1,70.42,70.42
914,Cookbook,Books,1,35.29,35.29
915,Dumbbells,Sports,2,299.1,598.2
915,Coffee Maker,Home & Garden,2,17.04,34.08
915,Running Shoes,Sports,2,184.32,368.64
916,MacBook Pro,Electronics,2,96.7,193.4
916,iPhone 15,Electronics,2,558.97,1117.94
916,T-Shirt,Clothing,1,61.71,61.71
917,AirPods,Electronics,1,722.74,722.74
917,Jacket,Clothing,1,184.77,184.77
918,Fiction Novel,Books,2,39.97,79.94
919,Perfume,Beauty,2,34.75,69.5
920,Running Shoes,Sports,1,139.32,139.32
920,Plant Pot,Home & Garden,1,260.1,260.1
920,Skincare Set,Beauty,2,13.02,26.04
921,Dumbbells,Sports,1,257.61,257.61
921,Jeans,Clothing,1,148.4,148.4
921,Skincare Set,Beauty,1,75.53,75.53
922,Coffee Maker,Home & Garden,2,126.97,253.94
922,Dress,Clothing,1,156.2,156.2
922,Yoga Mat,Sports,2,307.92,615.84
923,Business Book,Books,1,49.58,49.58
923,Plant Pot,Home & Garden,1,292.7,292.7
923,MacBook Pro,Electronics,2,450.71,901.42
924,Skincare Set,Beauty,1,92.12,92.12
925,Perfume,Beauty,1,69.94,69.94
925,Jeans,Clothing,2,157.16,314.32
926,Dress,Clothing,1,91.24,91.24
926,Running Shoes,Sports,1,144.73,144.73
927,AirPods,Electronics,2,410.66,821.32
927,Perfume,Beauty,1,98.47,98.47
928,MacBook Pro,Electronics,2,413.4,826.8
928,Coffee Maker,Home & Garden,1,144.55,144.55
928,Business Book,Books,1,13.0,13.0
929,AirPods,Electronics,1,467.32,467.32
929,Dress,Clothing,2,170.34,340.68
930,iPhone 15,Electronics,1,384.24,384.24
930,Jacket,Clothing,2,140.03,280.06
931,Makeup Kit,Beauty,1,50.81,50.81
931,Cookbook,Books,2,19.06,38.12
931,Plant Pot,Home & Garden,2,69.91,139.82
932,Skincare Set,Beauty,1,89.4,89.4
933,Coffee Maker,Home & Garden,2,247.88,495.76
934,Lamp,Home & Garden,1,209.34,209.34
935,Dumbbells,Sports,2,223.38,446.76
936,Running Shoes,Sports,2,164.48,328.96
937,Skincare Set,Beauty,1,75.57,75.57
937,Fiction Novel,Books,1,14.81,14.81
938,Running Shoes,Sports,1,185.8,185.8
939,Coffee Maker,Home & Garden,1,113.46,113.46
940,Business Book,Books,2,27.06,54.12
940,AirPods,Electronics,1,886.53,886.53
941,Skincare Set,Beauty,1,30.19,30.19
941,Running Shoes,Sports,2,349.83,699.66
941,Business Book,Books,1,18.27,18.27
942,Dumbbells,Sports,2,51.02,102.04
943,Yoga Mat,Sports,2,160.55,321.1
944,Makeup Kit,Beauty,1,94.2,94.2
944,MacBook Pro,Electronics,2,448.19,896.38
945,Fiction Novel,Books,1,48.45,48.45
946,Plant Pot,Home & Garden,2,59.45,118.9
947,AirPods,Electronics,1,843.92,843.92
947,Dumbbells,Sports,2,200.19,400.38
948,Running Shoes,Sports,2,151.16,302.32
948,T-Shirt,Clothing,2,150.24,300.48
948,MacBook Pro,Electronics,2,880.4,1760.8
949,Business Book,Books,1,16.41,16.41
949,Jeans,Clothing,2,71.25,142.5
950,Cookbook,Books,2,24.51,49.02
950,Dress,Clothing,1,185.3,185.3
950,AirPods,Electronics,1,594.57,594.57
951,Lamp,Home & Garden,1,165.98,165.98
951,Coffee Maker,Home & Garden,1,35.14,35.14
952,Dumbbells,Sports,2,160.23,320.46
952,Jeans,Clothing,2,153.71,307.42
952,Skincare Set,Beauty,2,35.87,71.74
953,MacBook Pro,Electronics,2,417.74,835.48
953,iPhone 15,Electronics,2,610.89,1221.78
953,Dress,Clothing,2,145.27,290.54
954,Perfume,Beauty,2,41.71,83.42
954,Cookbook,Books,2,43.63,87.26
955,Jacket,Clothing,2,77.58,155.16
955,Dress,Clothing,1,171.35,171.35
955,T-Shirt,Clothing,1,32.82,32.82
956,Lamp,Home & Garden,2,184.79,369.58
956,AirPods,Electronics,2,901.71,1803.42
957,Perfume,Beauty,1,99.24,99.24
958,Perfume,Beauty,2,30.64,61.28
958,Jeans,Clothing,1,97.12,97.12
959,Dress,Clothing,1,169.67,169.67
959,Business Book,Books,1,34.44,34.44
959,Cookbook,Books,2,17.68,35.36
960,Jeans,Clothing,2,120.24,240.48
960,AirPods,Electronics,2,330.87,661.74
961,T-Shirt,Clothing,1,42.65,42.65
962,Dumbbells,Sports,1,63.63,63.63
962,Plant Pot,Home & Garden,2,217.12,434.24
963,iPhone 15,Electronics,1,165.71,165.71
963,Skincare Set,Beauty,1,11.81,11.81
964,AirPods,Electronics,2,490.43,980.86
964,AirPods,Electronics,1,99.72,99.72
965,Skincare Set,Beauty,1,17.0,17.0
966,Lamp,Home & Garden,2,92.91,185.82
966,Perfume,Beauty,1,97.65,97.65
967,Jacket,Clothing,1,96.62,96.62
967,AirPods,Electronics,2,374.65,749.3
968,AirPods,Electronics,2,315.38,630.76
968,Coffee Maker,Home & Garden,2,99.39,198.78
968,Skincare Set,Beauty,2,85.87,171.74
969,Business Book,Books,2,15.25,30.5
969,Running Shoes,Sports,2,306.0,612.0
969,Jacket,Clothing,2,161.91,323.82
970,Makeup Kit,Beauty,1,23.24,23.24
