transaction_id,customer_id,transaction_date,product_category,product_name,quantity,unit_price,customer_type,total_amount
1014,195,2024-08-06,Electronics,Fill Electronic,3,479.11,frequent,1437.33
1015,195,2025-03-26,Clothing,Today Clothin,1,159.24,frequent,159.24
1016,195,2023-11-12,Home & Garden,Security Home & Garde,3,216.96,frequent,650.88
1017,195,2025-04-20,Books,Pull Book,1,17.77,frequent,17.77
1018,196,2023-10-30,Books,High Book,2,30.29,regular,60.58
1019,196,2024-06-24,Books,Campaign Book,2,43.34,regular,86.68
1020,196,2025-05-29,Electronics,Structure Electronic,2,250.88,regular,501.76
1021,196,2023-10-05,Electronics,Street Electronic,3,824.9,regular,2474.7
1022,196,2024-06-14,Books,Herself Book,1,43.0,regular,43.0
1023,196,2024-07-26,Beauty,Home Beaut,3,18.32,regular,54.96
1024,197,2024-07-01,Home & Garden,Ok Home & Garde,2,101.51,regular,203.02
1025,197,2023-11-27,Beauty,Usually Beaut,3,11.48,regular,34.44
1026,197,2023-10-30,Home & Garden,For Home & Garde,2,206.11,regular,412.22
1027,197,2024-05-18,Clothing,Series Clothin,3,83.3,regular,249.9
1028,197,2024-12-10,Home & Garden,Never Home & Garde,1,60.54,regular,60.54
1029,198,2025-04-18,Electronics,It Electronic,1,52.09,frequent,52.09
1030,198,2025-05-24,Home & Garden,Back Home & Garde,1,210.39,frequent,210.39
1031,198,2025-03-24,Home & Garden,Free Home & Garde,3,134.82,frequent,404.46
1032,198,2025-05-08,Books,Listen Book,2,26.73,frequent,53.46
1033,198,2025-04-22,Clothing,Nation Clothin,2,41.33,frequent,82.66
1034,198,2025-04-12,Home & Garden,Unit Home & Garde,2,144.09,frequent,288.18
1035,198,2025-05-24,Beauty,Ok Beaut,3,92.79,frequent,278.37
1036,198,2025-05-08,Home & Garden,Court Home & Garde,1,21.49,frequent,21.49
1037,198,2025-05-19,Books,Carry Book,3,13.24,frequent,39.72
1038,198,2025-04-20,Home & Garden,Whether Home & Garde,1,180.94,frequent,180.94
1039,199,2025-05-10,Home & Garden,Theory Home & Garde,2,111.96,regular,223.92
1040,199,2024-11-22,Books,Claim Book,2,18.95,regular,37.9
1041,199,2025-01-02,Books,Color Book,2,28.48,regular,56.96
1042,199,2025-01-06,Sports,Security Sport,2,384.35,regular,768.7
1043,200,2025-04-27,Home & Garden,Yourself Home & Garde,1,276.67,occasional,276.67
1044,200,2025-06-05,Home & Garden,Want Home & Garde,3,74.69,occasional,224.07
1045,201,2025-05-23,Home & Garden,Bar Home & Garde,1,253.63,occasional,253.63
1046,202,2024-11-29,Home & Garden,Prove Home & Garde,3,98.98,frequent,296.94
1047,202,2025-05-28,Clothing,Face Clothin,3,24.35,frequent,73.05
1048,202,2024-10-28,Electronics,Floor Electronic,1,384.01,frequent,384.01
1049,202,2025-03-02,Beauty,Better Beaut,3,55.06,frequent,165.18
1050,202,2025-02-02,Beauty,Concern Beaut,3,77.22,frequent,231.66
1051,202,2025-02-24,Home & Garden,Partner Home & Garde,3,229.2,frequent,687.6
1052,202,2024-11-05,Books,Reason Book,1,42.66,frequent,42.66
1053,202,2025-03-05,Electronics,Week Electronic,3,862.02,frequent,2586.06
1054,202,2025-02-28,Sports,Thousand Sport,2,122.73,frequent,245.46
1055,202,2025-05-20,Electronics,Analysis Electronic,1,550.68,frequent,550.68
1056,202,2025-04-25,Home & Garden,Air Home & Garde,2,207.82,frequent,415.64
1057,202,2024-10-17,Home & Garden,Put Home & Garde,3,15.8,frequent,47.4
1058,202,2025-04-11,Clothing,Evidence Clothin,2,123.36,frequent,246.72
1059,203,2024-09-27,Books,Speak Book,2,25.29,occasional,50.58
1060,204,2024-12-17,Sports,Prepare Sport,3,149.51,frequent,448.53
1061,204,2025-01-13,Books,Modern Book,2,13.86,frequent,27.72
1062,204,2025-04-25,Sports,Offer Sport,3,103.03,frequent,309.09
1063,204,2024-08-25,Beauty,Five Beaut,2,50.0,frequent,100.0
1064,204,2024-11-11,Clothing,Support Clothin,2,94.65,frequent,189.3
1065,204,2025-03-22,Clothing,Into Clothin,1,80.4,frequent,80.4
1066,204,2024-08-28,Clothing,Baby Clothin,2,143.55,frequent,287.1
1067,204,2025-02-02,Books,Coach Book,1,21.28,frequent,21.28
1068,204,2024-10-25,Clothing,Member Clothin,2,130.03,frequent,260.06
1069,204,2024-11-04,Sports,Grow Sport,2,345.26,frequent,690.52
1070,204,2024-12-31,Electronics,Form Electronic,2,356.91,frequent,713.82
1071,204,2025-04-13,Electronics,From Electronic,3,642.5,frequent,1927.5
1072,204,2025-02-21,Beauty,Traditional Beaut,1,91.68,frequent,91.68
1073,205,2024-10-29,Home & Garden,Inside Home & Garde,2,213.45,regular,426.9
1074,205,2024-08-17,Books,Hospital Book,3,19.63,regular,58.89
1075,205,2024-12-26,Beauty,Born Beaut,3,17.03,regular,51.09
1076,205,2024-10-20,Electronics,Man Electronic,3,844.68,regular,2534.04
1077,205,2024-08-14,Home & Garden,Listen Home & Garde,3,54.38,regular,163.14
1078,205,2024-09-26,Clothing,Bill Clothin,3,24.76,regular,74.28
1079,205,2024-07-21,Home & Garden,Young Home & Garde,3,192.96,regular,578.88
1080,206,2024-06-27,Electronics,Power Electronic,3,68.14,regular,204.42
1081,206,2024-07-16,Sports,Tree Sport,2,361.34,regular,722.68
1082,206,2025-04-15,Sports,Teach Sport,3,312.41,regular,937.23
1083,207,2025-02-25,Beauty,Participant Beaut,1,35.21,regular,35.21
1084,207,2025-04-27,Electronics,Customer Electronic,3,493.27,regular,1479.81
1085,207,2025-05-03,Clothing,Moment Clothin,3,157.09,regular,471.27
1086,207,2025-06-08,Electronics,Manage Electronic,3,280.17,regular,840.51
1087,208,2025-01-05,Beauty,Foot Beaut,2,47.88,occasional,95.76
1088,209,2024-08-31,Sports,Believe Sport,2,237.09,regular,474.18
1089,209,2025-05-09,Electronics,Mouth Electronic,1,286.15,regular,286.15
1090,209,2024-08-08,Clothing,Effect Clothin,1,199.09,regular,199.09
1091,210,2025-02-02,Clothing,Head Clothin,1,20.94,occasional,20.94
1092,210,2025-01-06,Home & Garden,Father Home & Garde,1,189.62,occasional,189.62
1093,210,2025-03-19,Home & Garden,Us Home & Garde,3,203.43,occasional,610.29
1094,211,2025-02-28,Sports,Remember Sport,2,390.08,regular,780.16
1095,211,2024-07-05,Home & Garden,Not Home & Garde,1,223.93,regular,223.93
1096,211,2023-09-14,Home & Garden,Box Home & Garde,3,25.5,regular,76.5
1097,211,2024-06-10,Home & Garden,Us Home & Garde,2,208.33,regular,416.66
1098,211,2024-02-24,Books,History Book,1,30.14,regular,30.14
1099,212,2025-02-04,Beauty,History Beaut,2,44.78,regular,89.56
1100,212,2024-01-21,Beauty,Approach Beaut,3,90.49,regular,271.47
1101,212,2024-10-25,Clothing,Day Clothin,1,170.02,regular,170.02
1102,213,2024-03-17,Books,Fight Book,3,21.11,regular,63.33
1103,213,2023-08-26,Books,Mother Book,2,48.8,regular,97.6
1104,213,2024-05-18,Home & Garden,Oil Home & Garde,1,285.18,regular,285.18
1105,213,2024-01-18,Sports,Price Sport,1,135.94,regular,135.94
1106,213,2024-10-27,Books,By Book,1,17.07,regular,17.07
1107,213,2023-10-04,Clothing,Bill Clothin,1,21.97,regular,21.97
1108,213,2024-04-08,Home & Garden,Study Home & Garde,1,212.1,regular,212.1
1109,214,2025-05-30,Home & Garden,Open Home & Garde,1,57.71,regular,57.71
1110,214,2025-04-27,Electronics,Someone Electronic,3,458.05,regular,1374.15
1111,214,2023-10-16,Sports,Play Sport,2,268.46,regular,536.92
1112,214,2024-06-28,Electronics,Month Electronic,3,527.65,regular,1582.95
1113,215,2023-09-04,Electronics,American Electronic,2,161.74,regular,323.48
1114,215,2023-11-08,Books,Goal Book,1,38.79,regular,38.79
1115,215,2025-01-28,Home & Garden,Natural Home & Garde,3,212.2,regular,636.6
1116,215,2024-06-10,Clothing,Police Clothin,2,101.7,regular,203.4
1117,215,2025-03-29,Home & Garden,Challenge Home & Garde,2,139.03,regular,278.06
1118,216,2024-06-01,Clothing,Position Clothin,3,124.01,regular,372.03
1119,216,2024-05-27,Books,Increase Book,3,16.07,regular,48.21
1120,216,2025-06-03,Books,Sister Book,3,41.74,regular,125.22
1121,216,2025-03-13,Beauty,Personal Beaut,2,33.54,regular,67.08
1122,216,2024-06-06,Electronics,Them Electronic,1,128.6,regular,128.6
1123,216,2024-09-10,Clothing,Might Clothin,2,96.05,regular,192.1
1124,217,2024-12-29,Home & Garden,Firm Home & Garde,1,243.3,frequent,243.3
1125,217,2024-08-22,Sports,Adult Sport,3,233.81,frequent,701.43
1126,217,2024-06-24,Books,Report Book,1,45.74,frequent,45.74
1127,217,2024-02-02,Sports,Keep Sport,3,152.34,frequent,457.02
1128,217,2024-10-21,Home & Garden,Style Home & Garde,3,107.52,frequent,322.56
1129,217,2025-04-14,Electronics,Turn Electronic,2,401.85,frequent,803.7
1130,217,2024-12-18,Sports,Agreement Sport,1,260.52,frequent,260.52
1131,217,2024-10-29,Sports,Evidence Sport,2,54.88,frequent,109.76
1132,217,2025-05-21,Clothing,Stay Clothin,2,45.16,frequent,90.32
1133,217,2025-05-24,Home & Garden,Particular Home & Garde,2,123.41,frequent,246.82
1134,217,2024-10-18,Sports,Set Sport,1,375.79,frequent,375.79
1135,217,2024-01-01,Clothing,Media Clothin,3,149.6,frequent,448.8
1136,217,2024-03-07,Beauty,Professional Beaut,2,20.69,frequent,41.38
1137,217,2025-01-05,Home & Garden,Stage Home & Garde,3,149.61,frequent,448.83
1138,218,2025-04-04,Beauty,Choose Beaut,3,61.46,regular,184.38
1139,218,2025-03-27,Electronics,Eight Electronic,3,173.05,regular,519.15
1140,218,2024-05-06,Clothing,Yourself Clothin,3,80.47,regular,241.41
1141,219,2025-02-05,Home & Garden,Cut Home & Garde,1,198.27,occasional,198.27
1142,220,2023-08-30,Home & Garden,Former Home & Garde,1,262.36,frequent,262.36
1143,220,2024-05-20,Books,Itself Book,3,10.77,frequent,32.31
1144,220,2024-11-16,Electronics,Item Electronic,2,683.13,frequent,1366.26
1145,220,2024-07-14,Electronics,Population Electronic,3,669.7,frequent,2009.1
1146,220,2025-04-17,Sports,Turn Sport,2,318.37,frequent,636.74
1147,220,2025-02-28,Beauty,Short Beaut,1,16.74,frequent,16.74
1148,220,2023-09-28,Electronics,Certainly Electronic,2,955.25,frequent,1910.5
1149,220,2024-07-25,Clothing,Option Clothin,2,179.09,frequent,358.18
1150,220,2024-03-19,Books,Recognize Book,2,40.61,frequent,81.22
1151,221,2024-11-19,Clothing,However Clothin,3,99.88,regular,299.64
1152,221,2024-09-17,Clothing,Consumer Clothin,1,107.34,regular,107.34
1153,221,2024-11-12,Sports,No Sport,1,359.09,regular,359.09
1154,222,2025-05-03,Clothing,Health Clothin,3,48.16,occasional,144.48
1155,222,2025-05-21,Beauty,Trip Beaut,1,90.93,occasional,90.93
1156,222,2025-05-24,Home & Garden,Question Home & Garde,3,268.94,occasional,806.82
1157,223,2025-05-31,Clothing,Everything Clothin,1,59.03,occasional,59.03
1158,223,2025-05-24,Beauty,Dark Beaut,3,60.0,occasional,180.0
1159,224,2025-05-22,Sports,Family Sport,3,139.25,occasional,417.75
1160,224,2024-12-13,Clothing,Down Clothin,1,79.06,occasional,79.06
1161,225,2025-05-30,Books,Finish Book,2,22.49,frequent,44.98
1162,225,2025-05-04,Clothing,Sea Clothin,3,121.92,frequent,365.76
1163,225,2025-02-04,Home & Garden,Sea Home & Garde,3,90.79,frequent,272.37
1164,225,2025-03-20,Sports,Media Sport,3,73.77,frequent,221.31
1165,225,2025-02-26,Clothing,World Clothin,1,58.21,frequent,58.21
1166,225,2025-05-29,Home & Garden,Set Home & Garde,3,265.1,frequent,795.3
1167,225,2025-02-14,Beauty,Campaign Beaut,2,64.39,frequent,128.78
1168,225,2025-04-03,Home & Garden,Of Home & Garde,3,253.52,frequent,760.56
1169,225,2025-03-03,Beauty,Indicate Beaut,1,21.54,frequent,21.54
1170,225,2025-05-11,Electronics,Spring Electronic,3,52.32,frequent,156.96
1171,226,2025-05-31,Home & Garden,Fill Home & Garde,3,229.45,occasional,688.35
1172,226,2025-04-25,Sports,Send Sport,2,354.25,occasional,708.5
1173,227,2024-08-17,Clothing,Window Clothin,3,115.69,regular,347.07
1174,227,2024-12-12,Beauty,Establish Beaut,2,48.33,regular,96.66
1175,227,2025-03-19,Home & Garden,Difficult Home & Garde,1,30.63,regular,30.63
1176,227,2024-09-25,Books,Nothing Book,3,16.01,regular,48.03
1177,228,2024-01-19,Sports,Or Sport,3,102.74,regular,308.22
1178,228,2024-11-09,Electronics,Certain Electronic,3,494.75,regular,1484.25
1179,228,2023-09-28,Beauty,Sit Beaut,3,45.63,regular,136.89
1180,229,2024-08-24,Clothing,Eight Clothin,1,190.6,regular,190.6
1181,229,2023-08-16,Home & Garden,West Home & Garde,3,260.15,regular,780.45
1182,229,2024-07-16,Clothing,Pull Clothin,1,49.73,regular,49.73
1183,229,2023-12-21,Books,Black Book,2,37.5,regular,75.0
1184,230,2024-06-04,Books,Series Book,2,32.95,occasional,65.9
1185,231,2024-09-22,Beauty,Responsibility Beaut,1,79.33,occasional,79.33
1186,232,2025-04-24,Electronics,Accept Electronic,2,830.36,frequent,1660.72
1187,232,2025-06-01,Beauty,Woman Beaut,1,29.38,frequent,29.38
1188,232,2024-12-22,Clothing,Read Clothin,1,123.1,frequent,123.1
1189,232,2025-05-27,Electronics,Unit Electronic,3,688.06,frequent,2064.18
1190,232,2025-02-24,Beauty,Rather Beaut,2,78.62,frequent,157.24
1191,232,2024-12-30,Electronics,Field Electronic,1,420.11,frequent,420.11
1192,232,2025-01-24,Books,Race Book,3,49.4,frequent,148.2
1193,232,2024-12-02,Home & Garden,Specific Home & Garde,1,297.99,frequent,297.99
1194,233,2024-02-28,Clothing,Painting Clothin,3,47.53,occasional,142.59
1195,234,2024-09-18,Clothing,Single Clothin,1,106.27,occasional,106.27
1196,234,2025-03-06,Books,Write Book,3,18.08,occasional,54.24
1197,235,2024-08-03,Clothing,Will Clothin,3,67.6,regular,202.8
1198,235,2024-09-17,Books,Us Book,2,37.07,regular,74.14
1199,235,2025-04-17,Clothing,World Clothin,3,135.21,regular,405.63
1200,235,2025-05-14,Clothing,Think Clothin,1,156.73,regular,156.73
1201,235,2024-11-27,Home & Garden,Mission Home & Garde,3,235.71,regular,707.13
1202,236,2025-05-31,Clothing,Smile Clothin,1,159.15,regular,159.15
1203,236,2025-06-08,Home & Garden,With Home & Garde,3,158.22,regular,474.66
1204,236,2025-06-01,Electronics,Always Electronic,1,270.96,regular,270.96
1205,236,2025-05-29,Books,Out Book,3,21.91,regular,65.73
1206,236,2025-06-04,Books,Without Book,1,20.93,regular,20.93
1207,237,2025-06-08,Clothing,Feel Clothin,3,20.13,occasional,60.39
1208,237,2025-05-11,Home & Garden,Put Home & Garde,3,170.1,occasional,510.3
1209,238,2024-09-13,Electronics,Minute Electronic,1,181.5,regular,181.5
1210,238,2025-04-04,Sports,Center Sport,1,60.4,regular,60.4
1211,238,2025-03-13,Books,Management Book,2,21.47,regular,42.94
1212,239,2025-02-18,Electronics,Table Electronic,3,658.15,frequent,1974.45
1213,239,2025-01-25,Home & Garden,Commercial Home & Garde,3,178.84,frequent,536.52
1214,239,2025-04-29,Books,Raise Book,1,45.97,frequent,45.97
1215,239,2025-02-16,Books,Cultural Book,1,13.97,frequent,13.97
1216,239,2025-01-10,Home & Garden,Green Home & Garde,1,202.68,frequent,202.68
1217,239,2025-05-08,Clothing,Out Clothin,2,145.2,frequent,290.4
1218,239,2025-04-20,Electronics,Data Electronic,3,606.89,frequent,1820.67
1219,239,2025-02-03,Beauty,Total Beaut,3,49.23,frequent,147.69
1220,239,2025-04-15,Books,Into Book,1,27.68,frequent,27.68
1221,239,2025-05-13,Home & Garden,Myself Home & Garde,3,25.53,frequent,76.59
1222,239,2025-02-26,Home & Garden,Institution Home & Garde,2,151.36,frequent,302.72
1223,240,2025-03-30,Sports,Crime Sport,3,320.33,occasional,960.99
1224,240,2025-06-05,Home & Garden,Me Home & Garde,3,288.53,occasional,865.59
1225,240,2025-01-15,Sports,Energy Sport,2,263.6,occasional,527.2
1226,241,2024-12-31,Beauty,Identify Beaut,1,68.5,frequent,68.5
1227,241,2025-02-05,Sports,Some Sport,3,363.69,frequent,1091.07
1228,241,2025-02-10,Beauty,Girl Beaut,1,40.36,frequent,40.36
1229,241,2025-02-16,Electronics,Several Electronic,2,471.44,frequent,942.88
1230,241,2025-04-01,Home & Garden,Every Home & Garde,2,238.11,frequent,476.22
1231,241,2025-04-14,Beauty,Room Beaut,1,97.5,frequent,97.5
1232,241,2025-02-06,Home & Garden,Region Home & Garde,3,98.63,frequent,295.89
1233,241,2025-01-18,Clothing,Food Clothin,1,91.8,frequent,91.8
1234,241,2025-01-24,Beauty,Rich Beaut,3,60.49,frequent,181.47
1235,241,2025-03-20,Home & Garden,Want Home & Garde,1,239.02,frequent,239.02
1236,241,2025-05-21,Electronics,Speech Electronic,1,726.86,frequent,726.86
1237,241,2025-02-18,Clothing,Buy Clothin,3,71.11,frequent,213.33
1238,242,2025-03-01,Electronics,Yeah Electronic,3,559.7,regular,1679.1
1239,242,2024-11-26,Home & Garden,Possible Home & Garde,3,47.77,regular,143.31
1240,242,2024-11-05,Beauty,Cell Beaut,2,36.41,regular,72.82
1241,242,2025-01-15,Books,Look Book,3,44.58,regular,133.74
1242,242,2025-03-31,Home & Garden,Police Home & Garde,3,256.11,regular,768.33
1243,242,2024-12-18,Beauty,Science Beaut,1,14.95,regular,14.95
1244,243,2024-08-25,Books,Market Book,2,24.02,regular,48.04
1245,243,2025-01-05,Sports,Suffer Sport,1,240.24,regular,240.24
1246,243,2024-11-06,Books,Discover Book,2,36.57,regular,73.14
1247,244,2025-01-29,Clothing,Response Clothin,2,176.58,regular,353.16
1248,244,2025-01-25,Beauty,Tv Beaut,2,87.39,regular,174.78
1249,244,2025-02-12,Sports,Never Sport,1,185.09,regular,185.09
1250,244,2024-08-10,Clothing,Score Clothin,3,40.42,regular,121.26
1251,244,2024-06-24,Books,Whose Book,2,12.92,regular,25.84
1252,245,2024-08-30,Books,Assume Book,2,33.69,occasional,67.38
1253,246,2025-02-25,Books,Weight Book,3,39.82,occasional,119.46
1254,247,2024-06-17,Electronics,Page Electronic,2,479.08,occasional,958.16
1255,248,2024-08-19,Clothing,Community Clothin,3,57.21,occasional,171.63
1256,248,2024-04-09,Electronics,Nature Electronic,1,903.79,occasional,903.79
1257,248,2024-06-20,Sports,Response Sport,2,298.69,occasional,597.38
1258,249,2024-08-27,Clothing,Past Clothin,2,47.99,regular,95.98
1259,249,2024-12-07,Sports,Way Sport,1,162.73,regular,162.73
1260,249,2024-12-15,Books,Table Book,3,35.38,regular,106.14
1261,249,2024-07-04,Sports,Cause Sport,3,294.64,regular,883.92
1262,249,2024-12-16,Books,Loss Book,1,29.95,regular,29.95
1263,250,2024-09-05,Beauty,Operation Beaut,3,78.52,occasional,235.56
1264,250,2024-07-03,Beauty,Surface Beaut,2,13.85,occasional,27.7
1265,251,2024-06-08,Beauty,Age Beaut,3,26.16,frequent,78.48
1266,251,2024-07-25,Clothing,Technology Clothin,2,155.62,frequent,311.24
1267,251,2023-12-30,Beauty,Discover Beaut,1,86.68,frequent,86.68
1268,251,2024-10-29,Sports,Answer Sport,2,195.92,frequent,391.84
1269,251,2024-08-08,Electronics,School Electronic,3,251.92,frequent,755.76
1270,251,2024-01-31,Sports,As Sport,3,380.97,frequent,1142.91
1271,251,2025-05-05,Clothing,Authority Clothin,1,80.46,frequent,80.46
1272,251,2025-06-01,Beauty,Marriage Beaut,2,70.47,frequent,140.94
1273,251,2024-01-14,Electronics,Issue Electronic,2,726.97,frequent,1453.94
1274,251,2024-04-02,Beauty,Central Beaut,2,27.92,frequent,55.84
1275,251,2025-02-05,Books,Shoulder Book,2,41.24,frequent,82.48
1276,251,2024-12-04,Electronics,Kitchen Electronic,1,731.45,frequent,731.45
1277,251,2024-07-13,Clothing,Vote Clothin,2,147.91,frequent,295.82
1278,251,2024-07-17,Home & Garden,True Home & Garde,1,205.17,frequent,205.17
1279,252,2025-04-19,Sports,Huge Sport,1,211.3,regular,211.3
1280,252,2024-05-22,Home & Garden,Result Home & Garde,2,99.09,regular,198.18
1281,252,2025-05-18,Books,Two Book,3,36.46,regular,109.38
1282,252,2024-08-31,Clothing,Ready Clothin,3,151.46,regular,454.38
1283,252,2025-03-15,Beauty,By Beaut,3,71.25,regular,213.75
1284,253,2024-02-07,Beauty,Note Beaut,2,37.41,regular,74.82
1285,253,2024-06-14,Electronics,Care Electronic,1,853.07,regular,853.07
1286,253,2024-12-29,Electronics,Dog Electronic,3,371.19,regular,1113.57
1287,254,2025-03-08,Clothing,Something Clothin,3,30.44,regular,91.32
1288,254,2023-12-12,Sports,Fire Sport,2,150.81,regular,301.62
1289,254,2024-08-13,Home & Garden,Serve Home & Garde,3,180.97,regular,542.91
1290,254,2024-09-28,Sports,Night Sport,1,382.14,regular,382.14
1291,254,2024-06-28,Clothing,Drug Clothin,2,53.27,regular,106.54
1292,254,2024-04-15,Home & Garden,Half Home & Garde,3,113.21,regular,339.63
1293,255,2024-10-21,Beauty,Current Beaut,2,98.78,occasional,197.56
1294,256,2025-05-03,Sports,Share Sport,3,395.31,regular,1185.93
1295,256,2025-01-23,Home & Garden,Almost Home & Garde,3,284.65,regular,853.95
1296,256,2025-02-17,Beauty,Kind Beaut,3,53.75,regular,161.25
1297,256,2024-10-27,Beauty,Would Beaut,2,80.42,regular,160.84
1298,256,2025-04-02,Home & Garden,Admit Home & Garde,2,283.8,regular,567.6
1299,257,2024-01-07,Books,Audience Book,1,17.89,regular,17.89
1300,257,2023-10-03,Home & Garden,Along Home & Garde,2,126.34,regular,252.68
1301,257,2024-05-26,Sports,Remember Sport,2,298.83,regular,597.66
1302,257,2024-11-18,Clothing,Anything Clothin,3,122.38,regular,367.14
1303,257,2024-01-10,Sports,Another Sport,3,114.44,regular,343.32
1304,258,2024-05-16,Electronics,East Electronic,1,90.25,regular,90.25
1305,258,2024-08-13,Books,Somebody Book,3,37.9,regular,113.7
1306,258,2025-03-12,Beauty,Arrive Beaut,1,77.55,regular,77.55
1307,258,2023-11-28,Beauty,Figure Beaut,1,72.03,regular,72.03
1308,259,2024-04-23,Books,Whom Book,1,38.34,occasional,38.34
1309,259,2025-01-15,Clothing,From Clothin,2,139.7,occasional,279.4
1310,260,2025-01-29,Sports,Spring Sport,3,210.09,regular,630.27
1311,260,2025-02-27,Clothing,Full Clothin,2,38.19,regular,76.38
1312,260,2024-10-16,Sports,Under Sport,3,130.43,regular,391.29
1313,260,2024-09-17,Home & Garden,Recent Home & Garde,3,31.78,regular,95.34
1314,260,2025-01-12,Clothing,Job Clothin,3,57.31,regular,171.93
1315,260,2024-11-04,Clothing,Ask Clothin,3,165.49,regular,496.47
1316,261,2025-04-12,Sports,Perhaps Sport,3,388.53,frequent,1165.59
1317,261,2025-05-24,Sports,Which Sport,2,287.18,frequent,574.36
1318,261,2025-02-22,Home & Garden,Respond Home & Garde,3,192.8,frequent,578.4
1319,261,2025-03-27,Sports,Mission Sport,2,129.12,frequent,258.24
1320,261,2025-02-06,Beauty,Guy Beaut,2,21.18,frequent,42.36
1321,261,2025-06-01,Sports,Remain Sport,1,366.64,frequent,366.64
1322,261,2025-03-21,Sports,Network Sport,2,194.83,frequent,389.66
1323,261,2025-03-13,Clothing,Keep Clothin,3,95.22,frequent,285.66
1324,261,2025-03-24,Home & Garden,First Home & Garde,1,142.78,frequent,142.78
1325,262,2024-10-06,Clothing,Somebody Clothin,3,65.26,frequent,195.78
1326,262,2024-12-09,Beauty,Effect Beaut,1,42.02,frequent,42.02
1327,262,2025-04-10,Books,First Book,2,23.77,frequent,47.54
1328,262,2025-04-14,Clothing,Charge Clothin,2,48.15,frequent,96.3
1329,262,2025-03-24,Sports,Who Sport,3,61.23,frequent,183.69
1330,262,2024-06-03,Sports,Itself Sport,1,257.67,frequent,257.67
1331,262,2025-05-27,Clothing,Onto Clothin,1,76.08,frequent,76.08
1332,262,2024-12-06,Beauty,Important Beaut,2,10.04,frequent,20.08
1333,262,2024-08-15,Books,Democrat Book,2,46.67,frequent,93.34
1334,262,2024-09-18,Electronics,Bar Electronic,3,388.04,frequent,1164.12
1335,262,2025-05-09,Electronics,Throw Electronic,2,99.83,frequent,199.66
1336,263,2025-03-06,Home & Garden,North Home & Garde,3,107.65,frequent,322.95
1337,263,2025-04-28,Books,Cut Book,2,25.77,frequent,51.54
1338,263,2025-01-17,Sports,Huge Sport,3,50.86,frequent,152.58
1339,263,2025-04-21,Electronics,Player Electronic,1,854.2,frequent,854.2
1340,263,2025-01-15,Electronics,Baby Electronic,2,779.49,frequent,1558.98
1341,263,2025-02-07,Clothing,Sort Clothin,2,169.14,frequent,338.28
1342,263,2025-04-08,Beauty,Remain Beaut,2,90.67,frequent,181.34
1343,263,2025-04-03,Clothing,Measure Clothin,2,54.28,frequent,108.56
1344,263,2025-02-10,Books,What Book,1,33.58,frequent,33.58
1345,263,2025-02-28,Clothing,When Clothin,3,157.56,frequent,472.68
1346,263,2025-01-12,Books,Write Book,3,26.22,frequent,78.66
1347,264,2024-02-04,Clothing,Site Clothin,2,155.88,regular,311.76
1348,264,2023-12-22,Clothing,Somebody Clothin,3,50.99,regular,152.97
1349,264,2024-07-28,Electronics,Eight Electronic,3,534.51,regular,1603.53
1350,264,2024-12-06,Beauty,Score Beaut,1,30.85,regular,30.85
1351,264,2024-02-13,Home & Garden,Whole Home & Garde,3,111.77,regular,335.31
1352,265,2025-01-23,Beauty,Fund Beaut,3,43.3,regular,129.9
1353,265,2025-04-29,Clothing,Husband Clothin,3,77.48,regular,232.44
1354,265,2025-03-05,Beauty,Range Beaut,1,94.68,regular,94.68
1355,265,2025-02-14,Books,Every Book,1,33.35,regular,33.35
1356,265,2025-02-14,Home & Garden,Us Home & Garde,1,288.38,regular,288.38
1357,265,2025-03-11,Clothing,Billion Clothin,1,159.46,regular,159.46
1358,265,2025-05-04,Beauty,Seven Beaut,3,49.72,regular,149.16
1359,266,2025-02-28,Clothing,Those Clothin,1,33.88,regular,33.88
1360,266,2025-01-30,Home & Garden,Democrat Home & Garde,1,225.43,regular,225.43
1361,266,2025-02-09,Home & Garden,Job Home & Garde,2,182.94,regular,365.88
1362,267,2023-12-25,Electronics,Treat Electronic,3,324.84,occasional,974.52
1363,267,2024-04-01,Beauty,Child Beaut,3,95.05,occasional,285.15
1364,267,2023-12-09,Books,On Book,1,49.22,occasional,49.22
1365,268,2025-05-20,Beauty,Particularly Beaut,2,29.69,regular,59.38
1366,268,2025-03-18,Books,Find Book,2,30.19,regular,60.38
1367,268,2024-10-03,Home & Garden,Girl Home & Garde,3,217.53,regular,652.59
1368,269,2024-06-02,Electronics,Over Electronic,1,948.42,occasional,948.42
1369,269,2025-03-20,Electronics,Money Electronic,3,703.95,occasional,2111.85
1370,269,2024-11-03,Books,Yet Book,1,41.02,occasional,41.02
1371,270,2025-03-11,Beauty,Even Beaut,2,21.92,regular,43.84
1372,270,2025-04-02,Clothing,Middle Clothin,1,142.5,regular,142.5
1373,270,2025-05-30,Clothing,Quality Clothin,1,33.91,regular,33.91
1374,270,2025-03-26,Home & Garden,Magazine Home & Garde,3,58.17,regular,174.51
1375,270,2024-10-14,Beauty,Stuff Beaut,1,86.57,regular,86.57
1376,270,2024-12-06,Beauty,Challenge Beaut,3,37.43,regular,112.29
1377,270,2025-03-21,Books,Middle Book,2,44.42,regular,88.84
1378,271,2025-05-11,Beauty,Visit Beaut,2,67.98,regular,135.96
1379,271,2025-05-23,Clothing,Quality Clothin,2,133.15,regular,266.3
