order_id,customer_id,order_date,customer_type,order_total,num_items
676,234,2024-07-24,frequent,11.73,1
677,234,2024-08-11,frequent,1005.96,3
678,234,2025-05-05,frequent,1301.11,3
679,235,2025-04-24,regular,438.08,2
680,235,2025-05-03,regular,512.3,2
681,236,2025-05-04,frequent,153.9,2
682,236,2025-05-24,frequent,289.1,1
683,236,2024-11-19,frequent,166.72,3
684,236,2024-10-06,frequent,302.12,2
685,236,2024-12-13,frequent,59.9,1
686,237,2025-05-22,regular,396.84,2
687,237,2025-05-24,regular,452.48,1
688,237,2025-05-04,regular,41.68,1
689,237,2025-06-02,regular,386.43,2
690,238,2025-04-19,regular,1579.76,3
691,238,2023-12-23,regular,60.38,1
692,238,2024-05-21,regular,211.34,2
693,239,2024-12-19,occasional,1439.67,3
694,240,2024-06-09,frequent,307.48,3
695,240,2024-12-12,frequent,283.16,3
696,240,2024-10-04,frequent,1448.36,1
697,241,2025-03-29,occasional,270.7,3
698,241,2025-01-29,occasional,92.09,3
699,242,2024-11-04,regular,24.92,1
700,242,2024-11-24,regular,1236.51,3
701,243,2025-04-25,regular,195.97,3
702,243,2024-02-21,regular,47.92,1
703,243,2024-05-30,regular,254.25,2
704,243,2025-01-11,regular,118.25,1
705,244,2025-02-10,regular,562.37,2
706,244,2025-05-19,regular,64.6,1
707,244,2025-03-16,regular,563.7,1
708,245,2025-05-16,regular,339.58,2
709,245,2024-10-16,regular,1178.51,3
710,246,2025-04-10,regular,2222.42,3
711,246,2025-05-05,regular,295.76,2
712,246,2025-05-22,regular,2120.36,3
713,247,2025-01-12,regular,897.28,1
714,247,2024-05-04,regular,75.66,1
715,247,2025-03-22,regular,304.9,1
716,248,2025-02-10,occasional,211.75,1
717,249,2025-05-07,occasional,399.7,1
718,249,2024-12-01,occasional,333.29,2
719,250,2025-05-05,frequent,496.94,2
720,250,2025-04-21,frequent,918.03,3
721,250,2025-03-10,frequent,97.14,1
722,250,2024-08-10,frequent,2252.52,3
723,251,2025-05-11,regular,1119.97,3
724,251,2025-04-23,regular,891.92,3
725,252,2025-01-02,regular,31.02,1
726,252,2024-12-31,regular,16.93,1
727,252,2025-01-05,regular,720.52,2
728,252,2025-02-09,regular,180.84,2
729,253,2024-05-18,frequent,240.16,2
730,253,2024-09-18,frequent,799.42,3
731,253,2024-12-04,frequent,884.56,2
732,253,2023-10-14,frequent,208.6,1
733,254,2025-02-26,occasional,21.75,1
734,254,2024-06-28,occasional,668.09,3
735,255,2025-05-10,occasional,432.24,2
736,256,2025-03-05,frequent,297.41,3
737,256,2025-04-14,frequent,3613.95,3
738,256,2025-06-05,frequent,65.26,1
739,256,2025-04-28,frequent,80.44,2
740,256,2025-03-09,frequent,593.0,1
741,256,2025-04-02,frequent,655.49,3
742,256,2025-05-29,frequent,494.43,3
743,257,2025-01-08,frequent,1140.66,2
744,257,2025-04-07,frequent,755.38,3
745,257,2024-12-10,frequent,129.72,2
746,257,2024-11-24,frequent,664.4,2
747,257,2025-03-15,frequent,212.83,3
748,257,2024-11-27,frequent,63.77,1
749,257,2024-12-07,frequent,364.08,1
750,258,2025-03-29,regular,175.36,2
751,258,2025-04-18,regular,115.09,1
752,259,2024-01-01,occasional,579.78,2
753,259,2024-05-03,occasional,39.57,1
754,260,2023-08-01,regular,515.12,2
755,260,2024-04-09,regular,49.9,1
756,261,2024-08-24,occasional,1413.92,3
757,261,2024-11-23,occasional,25.9,1
758,262,2025-06-06,regular,194.06,2
759,262,2025-05-16,regular,273.53,3
760,262,2025-05-22,regular,278.48,2
761,263,2024-12-08,occasional,1422.56,3
762,263,2025-05-13,occasional,221.72,1
763,264,2024-12-31,regular,668.96,3
764,264,2025-02-20,regular,683.86,3
765,265,2024-12-08,regular,170.39,2
766,265,2024-10-08,regular,375.12,2
767,265,2024-05-02,regular,171.15,3
768,266,2024-12-16,occasional,1216.68,2
769,267,2025-05-14,occasional,126.84,3
770,267,2025-04-13,occasional,184.21,2
771,268,2025-06-05,occasional,292.96,2
772,268,2025-06-02,occasional,1112.46,3
773,269,2024-05-11,regular,191.25,2
774,269,2024-08-21,regular,1282.86,1
775,270,2025-04-11,occasional,572.65,1
776,271,2025-03-08,regular,481.74,1
777,271,2023-12-14,regular,71.05,2
778,272,2025-02-16,regular,1177.6,3
779,272,2025-02-21,regular,199.85,2
780,273,2024-08-14,occasional,926.96,3
781,273,2024-11-14,occasional,1029.37,3
782,274,2024-01-23,regular,191.04,1
783,274,2023-11-19,regular,229.43,3
784,275,2024-03-11,occasional,222.04,2
785,275,2024-02-17,occasional,944.4,1
786,276,2024-08-04,frequent,601.08,3
787,276,2025-01-12,frequent,30.99,1
788,276,2024-03-07,frequent,613.68,3
789,276,2024-06-29,frequent,625.97,2
790,276,2023-12-04,frequent,776.2,1
791,277,2024-06-08,occasional,86.1,1
792,278,2024-06-18,occasional,1751.66,1
793,278,2024-05-04,occasional,55.45,1
794,279,2025-04-05,occasional,128.16,2
795,279,2024-11-17,occasional,380.56,2
796,280,2024-04-30,regular,1233.9,1
797,280,2024-05-06,regular,75.3,1
798,280,2024-07-18,regular,117.85,1
799,281,2025-05-03,occasional,828.55,2
800,281,2025-03-02,occasional,141.22,2
801,282,2024-08-23,regular,346.69,3
802,282,2024-10-05,regular,562.84,2
803,282,2025-01-10,regular,844.46,3
804,282,2025-04-13,regular,465.2,3
805,283,2024-06-11,regular,366.82,1
806,283,2024-09-16,regular,882.3,3
807,283,2024-10-19,regular,295.57,2
808,284,2024-05-11,frequent,18.59,1
809,284,2025-06-07,frequent,120.18,2
810,284,2024-07-14,frequent,196.08,1
811,284,2025-01-16,frequent,505.76,1
812,285,2024-10-30,occasional,499.5,2
813,286,2024-10-02,regular,207.47,2
814,286,2025-01-09,regular,583.56,3
815,286,2024-10-10,regular,643.28,2
816,287,2025-06-06,frequent,229.64,2
817,287,2025-06-02,frequent,1033.71,3
818,287,2025-05-11,frequent,1732.9,2
819,287,2025-05-20,frequent,46.54,1
820,287,2025-06-01,frequent,1129.26,2
821,287,2025-05-20,frequent,198.28,2
822,288,2024-07-09,regular,441.59,3
823,288,2024-08-01,regular,111.39,2
824,289,2025-05-16,occasional,883.94,3
825,289,2024-10-24,occasional,950.66,3
826,290,2024-10-13,occasional,39.56,1
827,291,2024-12-03,occasional,1840.24,2
828,291,2025-05-12,occasional,477.78,1
829,292,2024-12-23,regular,19.04,1
830,292,2024-05-06,regular,758.16,3
831,293,2024-12-22,frequent,260.74,1
832,293,2025-02-26,frequent,163.94,2
833,293,2025-05-30,frequent,305.83,2
834,293,2025-03-21,frequent,91.04,1
835,293,2025-05-05,frequent,1529.78,3
836,293,2024-11-26,frequent,114.12,3
837,294,2023-09-15,occasional,142.87,3
838,295,2024-08-23,regular,315.82,3
839,295,2025-04-30,regular,326.14,1
840,295,2024-03-20,regular,62.22,1
841,296,2023-12-17,frequent,784.84,1
842,296,2024-11-27,frequent,47.3,1
843,296,2024-10-01,frequent,666.35,2
844,296,2025-04-08,frequent,189.56,3
845,296,2024-05-27,frequent,345.7,3
846,296,2024-02-11,frequent,947.29,2
847,296,2025-03-14,frequent,533.5,2
848,297,2025-05-18,frequent,228.78,1
849,297,2025-03-22,frequent,876.58,3
850,297,2025-06-07,frequent,264.54,2
851,297,2025-05-16,frequent,204.18,1
852,297,2025-05-07,frequent,378.62,2
853,298,2025-06-05,regular,160.76,1
854,298,2025-02-20,regular,466.99,2
855,298,2025-03-05,regular,264.0,3
856,298,2025-02-24,regular,309.58,3
857,299,2025-03-06,regular,268.76,1
858,299,2025-04-23,regular,107.4,2
859,300,2025-05-16,occasional,968.55,2
860,300,2024-10-06,occasional,91.85,1
861,301,2024-01-18,frequent,385.07,1
862,301,2023-10-23,frequent,179.17,2
863,301,2023-11-23,frequent,2035.87,2
864,302,2024-09-13,regular,95.94,1
865,302,2023-11-07,regular,438.8,1
866,303,2024-02-03,regular,488.51,1
867,303,2024-02-06,regular,153.68,2
868,303,2024-04-30,regular,726.66,3
869,304,2025-03-20,regular,1234.6,2
870,304,2025-04-28,regular,423.88,3
871,304,2025-03-05,regular,31.81,1
872,304,2025-03-03,regular,457.93,2
873,305,2025-02-24,regular,209.54,1
874,305,2025-02-20,regular,171.53,3
875,305,2025-05-07,regular,250.99,2
876,305,2025-04-30,regular,119.94,3
877,306,2024-06-05,regular,41.76,1
878,306,2024-05-02,regular,194.1,1
879,307,2025-02-28,occasional,374.54,1
880,307,2025-03-19,occasional,1865.2,2
881,308,2025-06-08,regular,495.58,1
882,308,2025-06-08,regular,74.26,2
883,309,2025-05-13,occasional,1278.64,2
884,310,2024-12-27,regular,628.02,3
885,310,2025-04-24,regular,140.45,2
886,310,2025-02-15,regular,527.77,2
887,311,2025-05-15,regular,237.2,2
888,311,2025-04-10,regular,143.52,2
889,311,2025-05-06,regular,613.03,2
890,312,2025-06-08,frequent,394.94,2
891,312,2025-05-01,frequent,283.18,1
892,312,2024-12-16,frequent,283.07,1
893,313,2025-06-03,occasional,453.58,2
894,314,2025-02-23,regular,417.6,3
895,314,2024-07-06,regular,783.95,1
896,314,2025-02-28,regular,1210.12,3
897,314,2024-05-02,regular,240.95,2
898,315,2024-12-18,frequent,327.94,2
899,315,2023-10-01,frequent,530.4,1
900,315,2024-04-21,frequent,63.62,2
901,315,2024-10-01,frequent,12.78,1
902,316,2024-11-30,occasional,307.42,3
903,317,2025-02-16,occasional,1422.3,1
904,318,2025-03-12,frequent,290.69,1
905,318,2024-09-07,frequent,73.94,1
906,318,2024-10-12,frequent,26.84,1
907,319,2025-02-08,frequent,1330.92,3
908,319,2025-01-06,frequent,749.18,3
909,319,2024-12-28,frequent,473.13,3
910,319,2024-11-08,frequent,70.46,1
911,319,2025-04-14,frequent,940.32,3
912,320,2025-04-24,regular,176.87,1
913,320,2025-06-02,regular,1041.42,2
914,320,2025-03-24,regular,105.71,2
915,320,2025-05-01,regular,1000.92,3
916,321,2025-01-07,occasional,1373.05,3
917,321,2024-03-11,occasional,907.51,2
918,322,2024-04-21,regular,79.94,1
919,322,2024-10-05,regular,69.5,1
920,323,2024-12-22,frequent,425.46,3
921,323,2025-05-29,frequent,481.54,3
922,323,2025-03-04,frequent,1025.98,3
923,323,2024-10-30,frequent,1243.7,3
924,324,2024-07-08,regular,92.12,1
925,324,2024-12-16,regular,384.26,2
926,325,2025-05-12,frequent,235.97,2
927,325,2025-05-21,frequent,919.79,2
928,325,2025-03-29,frequent,984.35,3
929,325,2025-03-26,frequent,808.0,2
930,325,2025-05-07,frequent,664.3,2
931,326,2025-05-14,frequent,228.75,3
932,326,2025-05-29,frequent,89.4,1
933,326,2025-05-19,frequent,495.76,1
934,327,2025-02-07,occasional,209.34,1
935,327,2024-10-31,occasional,446.76,1
936,328,2025-02-09,regular,328.96,1
937,328,2025-03-29,regular,90.38,2
938,329,2025-04-14,occasional,185.8,1
939,329,2025-02-03,occasional,113.46,1
940,330,2024-05-19,regular,940.65,2
941,330,2024-12-25,regular,748.12,3
942,330,2024-08-01,regular,102.04,1
943,331,2024-10-07,frequent,321.1,1
944,331,2024-11-11,frequent,990.58,2
945,331,2024-06-09,frequent,48.45,1
946,331,2024-05-04,frequent,118.9,1
947,331,2025-02-15,frequent,1244.3,2
948,331,2024-10-12,frequent,2363.6,3
949,332,2024-01-28,frequent,158.91,2
950,332,2024-02-23,frequent,828.89,3
951,332,2023-12-26,frequent,201.12,2
952,332,2024-11-23,frequent,699.62,3
953,332,2023-12-08,frequent,2347.8,3
954,333,2025-01-14,frequent,170.68,2
955,333,2024-11-30,frequent,359.33,3
956,333,2025-05-10,frequent,2173.0,2
957,333,2025-01-19,frequent,99.24,1
958,334,2024-12-24,occasional,158.4,2
959,334,2025-02-01,occasional,239.47,3
960,335,2024-11-07,regular,902.22,2
961,335,2024-05-23,regular,42.65,1
962,336,2024-03-05,occasional,497.87,2
963,336,2024-08-16,occasional,177.52,2
964,337,2024-07-13,regular,1080.58,2
965,337,2025-04-14,regular,17.0,1
966,337,2025-01-18,regular,283.47,2
967,337,2024-08-22,regular,845.92,2
968,338,2024-02-07,regular,1001.28,3
969,338,2025-05-08,regular,966.32,3
970,338,2024-05-21,regular,268.76,3
971,338,2025-03-14,regular,604.43,3
972,339,2025-02-08,regular,2269.76,2
973,339,2024-05-03,regular,890.08,1
974,340,2025-04-16,occasional,703.84,2
975,340,2025-03-06,occasional,43.49,1
976,341,2025-02-02,frequent,145.4,1
977,341,2025-04-17,frequent,291.18,1
978,341,2025-02-04,frequent,1141.04,3
979,341,2024-05-17,frequent,726.1,3
980,342,2024-09-11,regular,65.13,2
981,342,2024-12-13,regular,391.23,2
982,342,2025-02-02,regular,657.83,3
983,343,2024-09-17,regular,212.77,2
984,343,2025-02-23,regular,497.27,3
985,344,2024-11-10,occasional,450.78,2
986,344,2024-09-13,occasional,369.9,2
987,345,2025-06-04,occasional,291.68,1
988,346,2025-03-23,occasional,1481.22,1
989,347,2024-07-28,regular,620.57,3
990,347,2024-01-22,regular,51.26,1
991,347,2024-06-28,regular,140.14,3
992,348,2024-09-11,occasional,761.3,3
993,348,2025-02-08,occasional,450.8,1
994,349,2025-03-16,regular,340.62,2
995,349,2025-02-19,regular,1597.9,3
996,349,2025-01-04,regular,103.2,1
997,349,2025-06-06,regular,293.81,3
998,350,2025-04-09,occasional,656.88,2
999,350,2025-04-23,occasional,835.48,3
1000,351,2024-12-09,regular,1051.02,3
1001,351,2024-11-29,regular,232.55,2
1002,351,2025-04-23,regular,558.65,3
1003,352,2024-12-04,regular,869.94,1
1004,352,2023-12-13,regular,338.91,1
1005,352,2024-06-30,regular,1454.52,2
1006,353,2024-07-02,frequent,312.3,3
1007,353,2025-01-01,frequent,524.56,2
1008,353,2024-07-23,frequent,568.16,1
1009,353,2024-04-04,frequent,931.09,2
1010,353,2024-08-20,frequent,76.65,1
1011,354,2025-05-20,regular,253.39,2
1012,354,2025-03-26,regular,136.38,1
1013,354,2025-05-29,regular,1813.96,1
1014,355,2024-02-17,regular,1263.97,2
1015,355,2024-03-29,regular,329.64,1
1016,356,2024-06-03,frequent,18.22,1
1017,356,2024-07-17,frequent,83.92,2
1018,356,2025-05-14,frequent,128.06,2
1019,356,2024-06-20,frequent,574.16,3
1020,356,2025-03-13,frequent,463.48,3
1021,356,2024-07-03,frequent,354.16,2
1022,357,2025-05-18,frequent,1933.92,3
1023,357,2024-09-07,frequent,489.5,3
1024,357,2024-09-18,frequent,787.72,2
1025,358,2025-05-01,occasional,129.47,2
1026,359,2024-07-15,regular,195.85,1
1027,359,2024-08-29,regular,820.18,3
1028,360,2025-05-17,regular,545.18,2
1029,360,2025-05-22,regular,289.52,2
1030,360,2025-05-21,regular,173.34,1
1031,361,2025-03-28,regular,702.84,1
1032,361,2025-01-12,regular,181.41,1
1033,361,2025-02-02,regular,1296.18,1
1034,361,2025-05-05,regular,1097.14,2
1035,362,2025-04-03,frequent,888.57,3
1036,362,2025-04-11,frequent,730.45,2
1037,362,2025-03-19,frequent,39.02,1
1038,362,2025-04-05,frequent,1661.9,3
1039,362,2025-05-05,frequent,203.93,1
1040,362,2025-04-06,frequent,773.96,3
1041,362,2025-06-05,frequent,158.73,1
1042,363,2024-11-12,regular,1129.46,3
1043,363,2025-05-25,regular,392.54,1
1044,363,2024-08-25,regular,754.04,1
1045,364,2025-01-07,regular,923.35,2
1046,364,2025-05-22,regular,778.02,2
1047,364,2025-05-05,regular,427.96,1
1048,365,2025-04-22,occasional,775.06,2
1049,365,2025-05-21,occasional,606.96,3
1050,366,2025-03-03,regular,80.25,1
1051,366,2024-12-20,regular,24.92,1
1052,366,2024-12-09,regular,114.36,2
1053,367,2025-04-24,regular,360.38,2
1054,367,2025-02-23,regular,1645.04,3
1055,367,2024-08-12,regular,200.28,2
1056,367,2025-05-19,regular,563.69,2
1057,368,2025-04-12,regular,1251.98,3
1058,368,2025-04-04,regular,139.41,2
1059,369,2025-04-29,regular,20.14,1
1060,369,2025-04-25,regular,428.2,3
1061,370,2025-03-09,regular,46.2,1
1062,370,2025-05-03,regular,573.54,1
1063,370,2025-03-16,regular,174.09,1
1064,370,2025-03-01,regular,376.99,3
1065,371,2024-10-18,occasional,79.28,1
1066,371,2024-10-12,occasional,1250.86,3
1067,372,2024-12-14,occasional,262.05,2
1068,372,2025-04-01,occasional,27.15,1
1069,373,2024-03-08,regular,303.73,2
1070,373,2023-06-15,regular,114.06,1
1071,373,2023-09-27,regular,273.1,2
1072,374,2024-09-01,regular,223.5,1
1073,374,2025-05-02,regular,2262.8,3
1074,374,2024-12-03,regular,2152.27,3
1075,375,2025-06-03,frequent,294.5,2
1076,375,2025-02-26,frequent,271.59,2
1077,375,2025-04-22,frequent,1075.58,1
1078,375,2025-02-19,frequent,110.16,1
1079,375,2025-03-01,frequent,143.22,2
1080,375,2024-10-16,frequent,307.73,1
1081,376,2024-06-24,frequent,920.28,3
1082,376,2024-09-11,frequent,728.62,3
1083,376,2024-10-20,frequent,208.55,2
1084,376,2025-03-25,frequent,975.73,1
1085,377,2024-08-15,regular,179.36,2
1086,377,2024-08-08,regular,266.87,1
1087,378,2025-01-07,occasional,552.88,3
1088,378,2025-03-05,occasional,623.76,3
1089,379,2024-09-27,frequent,229.44,1
1090,379,2024-09-20,frequent,876.73,1
1091,379,2024-11-14,frequent,681.71,3
1092,379,2025-02-24,frequent,321.04,1
1093,379,2024-10-19,frequent,490.43,2
1094,379,2024-12-01,frequent,191.12,1
1095,380,2024-12-03,regular,513.78,1
1096,380,2025-04-03,regular,254.65,2
1097,380,2025-05-16,regular,541.06,3
1098,380,2025-05-17,regular,305.29,3
1099,381,2025-05-15,occasional,599.34,3
1100,381,2025-03-12,occasional,531.14,2
1101,382,2024-12-23,occasional,60.62,1
1102,382,2025-04-13,occasional,86.41,1
1103,383,2024-11-28,occasional,65.86,1
1104,384,2025-04-22,occasional,130.23,1
1105,384,2024-11-24,occasional,191.08,1
1106,385,2024-05-02,frequent,76.92,1
1107,385,2024-01-10,frequent,27.94,1
1108,385,2025-04-27,frequent,116.0,2
1109,385,2024-08-31,frequent,526.56,2
1110,386,2025-05-16,occasional,132.12,1
1111,387,2024-11-06,frequent,655.18,2
1112,387,2024-10-18,frequent,134.06,1
1113,387,2024-10-23,frequent,231.57,3
1114,387,2024-08-11,frequent,560.81,3
1115,388,2025-03-29,regular,95.92,1
1116,388,2025-05-28,regular,321.33,3
1117,388,2025-06-07,regular,777.07,1
1118,389,2025-05-01,frequent,170.17,3
1119,389,2025-04-06,frequent,129.7,1
1120,389,2025-03-30,frequent,1362.5,2
1121,390,2025-06-07,regular,464.26,2
1122,390,2025-05-24,regular,683.54,1
1123,390,2025-05-16,regular,1023.19,3
1124,390,2025-01-27,regular,1468.62,3
1125,391,2025-05-12,occasional,78.68,1
1126,392,2025-05-29,frequent,180.45,2
1127,392,2025-06-07,frequent,267.38,3
1128,392,2025-06-05,frequent,105.44,1
1129,393,2024-03-25,regular,1796.3,2
1130,393,2025-04-18,regular,621.9,3
1131,393,2023-12-12,regular,376.34,2
1132,394,2025-05-03,regular,996.09,3
1133,394,2025-04-24,regular,357.16,3
1134,395,2025-04-03,regular,641.1,1
1135,395,2024-05-01,regular,197.52,2
1136,396,2025-06-05,regular,919.0,3
1137,396,2024-04-23,regular,213.04,2
1138,397,2025-03-10,occasional,690.54,3
1139,398,2024-11-26,occasional,489.23,3
1140,399,2025-02-27,regular,86.9,1
1141,399,2025-05-31,regular,1541.31,3
1142,400,2025-03-04,regular,865.39,3
1143,400,2025-05-27,regular,113.54,2
1144,400,2025-04-09,regular,240.59,2
1145,401,2025-01-23,regular,99.53,2
1146,401,2024-12-17,regular,31.3,1
1147,401,2025-03-11,regular,261.42,2
1148,401,2024-07-27,regular,615.06,3
1149,402,2025-05-24,occasional,266.54,2
1150,403,2023-09-01,regular,450.32,3
1151,403,2024-04-01,regular,125.48,2
1152,404,2024-10-26,regular,38.44,1
1153,404,2024-09-07,regular,269.25,3
1154,405,2025-04-10,regular,462.06,2
1155,405,2025-04-22,regular,267.81,2
1156,405,2025-06-01,regular,842.66,1
1157,406,2023-11-14,frequent,53.7,1
1158,406,2024-08-24,frequent,175.64,1
1159,406,2024-04-19,frequent,258.19,3
1160,406,2024-05-21,frequent,2256.92,2
1161,406,2024-08-28,frequent,146.85,1
1162,406,2025-02-19,frequent,235.27,1
1163,406,2023-11-02,frequent,142.56,1
1164,407,2023-11-16,occasional,387.06,1
1165,407,2024-01-06,occasional,190.55,3
1166,408,2024-06-15,occasional,882.15,1
1167,409,2025-03-30,regular,276.08,3
1168,409,2025-04-21,regular,391.66,3
1169,410,2025-05-12,regular,20.57,1
1170,410,2024-09-30,regular,653.97,3
1171,410,2025-03-30,regular,2405.0,2
1172,410,2025-05-27,regular,364.47,2
1173,411,2025-05-09,occasional,56.77,1
1174,412,2025-05-20,frequent,125.82,1
1175,412,2025-06-06,frequent,236.42,1
1176,412,2025-05-25,frequent,700.91,3
1177,412,2025-05-21,frequent,763.88,2
1178,413,2024-05-03,regular,316.36,3
1179,413,2025-04-08,regular,450.92,2
1180,414,2024-12-29,regular,966.55,1
1181,414,2025-04-10,regular,54.07,1
1182,414,2024-11-17,regular,115.98,1
1183,414,2024-09-20,regular,1867.68,2
1184,415,2024-09-03,regular,830.64,1
1185,415,2025-05-25,regular,1561.22,3
1186,416,2025-04-27,occasional,208.62,2
1187,417,2024-11-22,occasional,318.63,3
1188,418,2025-03-11,regular,682.5,2
1189,418,2025-03-03,regular,36.68,1
1190,419,2024-11-11,occasional,148.01,3
1191,419,2025-02-22,occasional,316.9,2
1192,420,2024-10-12,regular,59.38,1
1193,420,2024-10-12,regular,308.68,1
1194,421,2024-11-11,occasional,59.33,1
1195,421,2024-12-11,occasional,1924.76,1
1196,422,2024-08-23,occasional,1193.21,3
1197,422,2024-10-21,occasional,197.6,2
1198,423,2024-12-25,occasional,1467.7,1
1199,423,2025-01-19,occasional,1061.7,3
1200,424,2025-04-26,regular,1086.08,1
1201,424,2025-05-08,regular,147.6,1
1202,425,2025-05-01,regular,396.74,3
1203,425,2025-03-20,regular,64.84,1
1204,425,2025-04-30,regular,341.1,2
1205,426,2024-06-10,frequent,766.72,2
1206,426,2024-05-27,frequent,384.77,2
1207,426,2024-03-15,frequent,416.28,2
1208,426,2023-08-17,frequent,1254.04,3
1209,426,2023-08-12,frequent,416.56,3
1210,427,2025-04-09,regular,326.5,3
1211,427,2025-01-10,regular,311.53,3
1212,428,2024-11-14,occasional,743.04,3
1213,429,2025-05-22,regular,617.17,3
1214,429,2024-12-31,regular,246.42,2
1215,429,2025-01-17,regular,430.08,2
1216,429,2025-01-27,regular,361.28,2
1217,430,2025-04-03,regular,79.54,2
1218,430,2024-12-28,regular,321.22,1
1219,430,2024-06-26,regular,673.53,3
1220,430,2025-05-26,regular,444.72,3
1221,431,2025-02-07,occasional,164.94,1
1222,431,2024-09-19,occasional,141.46,1
1223,432,2024-07-16,occasional,1137.39,2
1224,433,2025-05-09,occasional,97.54,1
1225,433,2024-07-31,occasional,853.71,1
1226,434,2025-06-07,occasional,73.95,1
1227,434,2025-06-01,occasional,111.48,3
1228,435,2024-12-03,regular,235.32,1
1229,435,2025-02-02,regular,431.64,1
1230,436,2024-06-02,frequent,306.88,2
1231,436,2023-09-02,frequent,598.23,3
1232,436,2023-08-26,frequent,494.82,3
1233,436,2024-03-09,frequent,600.06,2
1234,436,2025-04-18,frequent,351.42,3
1235,436,2024-04-20,frequent,279.76,2
1236,437,2025-02-18,occasional,1513.78,1
1237,438,2025-05-26,regular,463.63,3
1238,438,2023-12-27,regular,1185.04,3
1239,438,2024-09-24,regular,225.91,2
1240,438,2024-07-27,regular,60.4,2
1241,439,2025-04-18,regular,208.86,1
1242,439,2024-12-18,regular,30.23,1
1243,440,2025-03-13,occasional,1324.27,2
1244,440,2025-04-10,occasional,25.86,1
1245,441,2024-08-05,regular,405.45,2
1246,441,2024-08-04,regular,194.5,3
1247,441,2024-10-26,regular,1630.22,2
1248,442,2024-07-26,occasional,116.36,1
1249,443,2025-04-04,regular,1473.36,1
1250,443,2025-04-23,regular,33.56,1
1251,444,2024-06-06,occasional,1001.38,2
1252,445,2025-06-04,regular,893.0,3
1253,445,2025-03-31,regular,59.92,1
1254,445,2025-03-07,regular,65.4,1
1255,446,2024-02-23,frequent,517.82,3
1256,446,2024-10-26,frequent,285.99,2
1257,446,2023-10-26,frequent,116.74,2
1258,446,2024-04-21,frequent,442.64,1
1259,447,2024-11-08,regular,335.76,3
1260,447,2025-03-07,regular,29.25,1
1261,448,2024-07-28,occasional,370.8,2
1262,449,2023-12-22,regular,20.16,1
1263,449,2025-05-05,regular,1013.06,2
1264,450,2025-06-04,frequent,643.76,3
1265,450,2025-01-04,frequent,93.94,1
1266,450,2025-01-10,frequent,2063.93,3
1267,450,2025-03-13,frequent,173.62,1
1268,450,2024-08-05,frequent,618.23,1
1269,450,2024-08-03,frequent,631.28,3
1270,450,2024-10-31,frequent,2016.8,3
1271,451,2023-12-03,occasional,508.86,3
1272,452,2024-06-01,occasional,318.1,1
1273,453,2025-02-05,regular,61.79,2
1274,453,2024-08-26,regular,39.86,1
1275,453,2024-10-08,regular,2119.98,3
1276,453,2024-01-09,regular,377.8,2
1277,454,2024-02-15,occasional,1616.26,3
1278,455,2025-05-27,frequent,291.8,2
1279,455,2025-06-04,frequent,143.5,2
1280,455,2025-05-02,frequent,30.26,1
1281,456,2025-05-04,regular,822.96,3
1282,456,2025-05-31,regular,242.5,3
1283,456,2025-04-02,regular,743.13,3
1284,456,2025-05-31,regular,566.8,3
1285,457,2024-08-01,occasional,269.95,3
1286,457,2024-07-12,occasional,67.39,1
1287,458,2024-09-10,frequent,825.87,3
1288,458,2024-03-19,frequent,641.07,3
1289,458,2025-04-14,frequent,266.37,2
1290,458,2024-08-11,frequent,329.02,3
1291,458,2024-08-20,frequent,264.12,1
1292,458,2024-06-28,frequent,174.63,3
1293,458,2024-10-23,frequent,42.49,1
1294,459,2025-02-19,occasional,968.77,1
1295,460,2023-12-02,regular,1111.05,3
1296,460,2024-02-07,regular,245.27,3
1297,460,2024-09-23,regular,121.63,2
1298,461,2025-03-03,occasional,353.32,2
1299,461,2025-01-10,occasional,2361.86,3
1300,462,2024-09-18,occasional,1140.4,3
1301,463,2024-06-02,occasional,1162.1,3
1302,464,2025-05-03,regular,421.8,2
1303,464,2025-06-04,regular,484.43,2
1304,465,2025-02-12,regular,1837.63,3
1305,465,2025-06-02,regular,641.88,3
1306,465,2024-11-18,regular,60.76,1
1307,466,2024-10-10,regular,369.57,2
1308,466,2025-03-04,regular,551.57,3
1309,467,2025-05-05,regular,357.09,2
1310,467,2023-11-08,regular,127.01,1
1311,468,2025-05-06,occasional,1471.52,1
1312,468,2025-05-09,occasional,404.78,1
1313,469,2024-07-22,occasional,486.9,1
1314,470,2025-04-28,regular,960.42,2
1315,470,2025-01-12,regular,404.13,3
1316,470,2025-03-20,regular,396.57,3
1317,470,2025-05-14,regular,310.3,2
1318,471,2024-09-26,regular,72.72,1
1319,471,2024-12-27,regular,377.79,3
1320,471,2024-02-16,regular,668.83,1
1321,472,2024-07-07,regular,48.24,1
1322,472,2024-07-02,regular,83.34,1
1323,473,2025-03-21,regular,892.59,3
1324,473,2025-05-03,regular,127.0,1
1325,474,2025-05-17,regular,75.88,1
1326,474,2025-03-20,regular,168.26,1
1327,475,2025-03-26,occasional,178.72,1
1328,475,2024-11-01,occasional,135.0,1
1329,476,2024-09-21,frequent,41.02,1
1330,476,2025-02-11,frequent,766.0,1
1331,476,2024-11-22,frequent,257.96,2
1332,476,2024-12-01,frequent,343.6,1
1333,476,2024-10-18,frequent,1736.52,2
1334,476,2024-05-22,frequent,978.23,3
