customer_id,recency,frequency,total_spent,avg_order_value,spending_std,total_items,avg_items,age,gender_num,category_diversity,clv_current,clv_potential,is_at_risk,value_tier,clv_predicted,churn_probability,churn_predicted,clv_score,engagement_score,risk_score,overall_score,customer_tier
163,70,3,1638.32,546.11,630.56,5,1.67,31,0,4,1638.32,3276.64,1,1,3285.636525952379,0.9575975247824821,1,37.0,55.0,96.0,32.0,Bronze
164,139,2,765.33,382.66,187.97,5,2.5,66,1,5,765.33,1530.66,1,0,1532.9927288095237,0.9837519842048327,1,17.0,65.0,98.0,27.0,Bronze
165,305,1,114.61,114.61,0.0,2,2.0,25,1,2,114.61,229.22,1,0,232.7772142857142,0.979952361245291,1,2.0,38.0,98.0,13.0,Bronze
166,2,4,2066.95,516.74,379.06,9,2.25,68,1,4,2066.95,3100.44,0,2,3100.753486111111,0.03177268243181383,0,35.0,66.0,3.0,63.0,Gold
167,31,4,2202.22,550.55,471.93,7,1.75,44,1,5,2202.22,3303.2999999999997,0,2,3301.5413257792206,0.01138102268938547,0,37.0,66.0,1.0,64.0,Gold
168,31,3,1216.91,405.64,342.75,6,2.0,42,1,4,1216.91,2433.82,0,1,2433.7869622222215,0.012313605063643325,0,27.0,59.0,1.0,58.0,Silver
169,72,7,3044.82,434.97,238.14,10,1.43,30,0,4,3044.82,2609.82,1,2,2621.7422369047626,0.8520183679512963,1,30.0,71.0,85.0,38.0,Bronze
170,60,3,841.59,280.53,171.28,7,2.33,55,1,4,841.59,1683.1799999999998,0,0,1681.5137705555558,0.0396562643213012,0,19.0,62.0,4.0,55.0,Silver
171,8,2,840.62,420.31,201.0,4,2.0,36,0,4,840.62,1681.24,0,0,1674.0000607142856,0.029373135908201963,0,19.0,54.0,3.0,53.0,Silver
172,20,2,1292.46,646.23,417.91,5,2.5,32,0,3,1292.46,2584.92,0,1,2588.649947756133,0.01532391658950757,0,29.0,54.0,2.0,57.0,Silver
173,2,2,832.01,416.0,108.56,4,2.0,42,1,3,832.01,1664.02,0,0,1670.2312043650788,0.012923493923099848,0,19.0,48.0,1.0,52.0,Silver
174,21,2,363.33,181.66,87.07,5,2.5,52,1,4,363.33,726.66,0,0,726.6545298124097,0.10280378078929496,0,8.0,60.0,10.0,48.0,Silver
175,9,3,1103.88,367.96,399.16,5,1.67,46,1,3,1103.88,2207.7599999999998,0,1,2201.2353753246753,0.00814934174075931,0,25.0,50.0,1.0,55.0,Silver
176,90,2,1478.38,739.19,280.96,3,1.5,37,0,3,1478.38,2956.76,1,1,2956.919852936509,0.9720988293227671,1,33.0,43.0,97.0,27.0,Bronze
177,41,2,929.85,464.92,324.91,5,2.5,50,1,3,929.85,1859.7,0,1,1864.5106236507938,0.04601758458111737,0,21.0,54.0,5.0,53.0,Silver
178,48,2,1842.72,921.36,823.81,4,2.0,47,1,4,1842.72,3685.44,0,2,3673.802018492063,0.02969594206620488,0,42.0,54.0,3.0,62.0,Gold
179,157,2,476.11,238.06,2.65,5,2.5,55,0,3,476.11,952.22,1,0,950.628418160173,0.964223915672639,1,10.0,54.0,96.0,21.0,Bronze
180,24,4,1787.63,446.91,243.1,10,2.5,40,0,5,1787.63,2681.46,0,1,2676.1443066666666,0.006761951808728152,0,30.0,75.0,1.0,64.0,Gold
181,2,4,3980.2,995.05,961.54,7,1.75,41,1,4,3980.2,5970.299999999999,0,2,5997.576541031744,0.02266156780854456,0,68.0,61.0,2.0,75.0,Gold
182,19,2,582.01,291.0,209.45,5,2.5,61,0,4,582.01,1164.02,0,0,1154.6515440476192,0.05824253269828963,0,13.0,60.0,6.0,51.0,Silver
183,21,7,5031.49,718.78,634.59,18,2.57,58,1,6,5031.49,4312.68,0,2,4314.347024047622,0.03921656154849935,0,49.0,95.0,4.0,77.0,Gold
184,2,2,1920.22,960.11,498.71,6,3.0,19,1,4,1920.22,3840.44,0,2,3847.1914811904753,0.06947373002499986,0,44.0,65.0,7.0,65.0,Gold
185,246,1,1137.31,1137.31,0.0,3,3.0,27,0,3,1137.31,2274.62,1,1,2284.8485588023095,1.0,1,26.0,55.0,100.0,27.0,Bronze
186,1,2,314.4,157.2,43.67,3,1.5,54,1,3,314.4,628.8,0,0,629.6086165978464,0.05233615971124486,0,7.0,43.0,5.0,44.0,Silver
187,604,1,3091.63,3091.63,0.0,3,3.0,50,1,2,3091.63,6183.26,1,2,5459.158354126986,0.9965546218487396,1,62.0,49.0,100.0,40.0,Silver
188,7,2,1196.87,598.43,284.67,3,1.5,25,0,2,1196.87,2393.74,0,1,2400.163627698413,0.03372958895998816,0,27.0,37.0,3.0,51.0,Silver
189,135,3,2153.83,717.94,1104.27,4,1.33,49,1,3,2153.83,4307.64,1,2,4321.94537714286,0.9752601156069365,1,49.0,46.0,98.0,34.0,Bronze
190,137,2,2527.12,1263.56,43.05,3,1.5,68,1,2,2527.12,5054.24,1,2,5050.374785367964,0.9765546218487395,1,58.0,37.0,98.0,35.0,Bronze
191,184,2,1326.4,663.2,538.94,4,2.0,56,1,2,1326.4,2652.8,1,1,2643.2570557720064,0.9941637010676156,1,30.0,43.0,99.0,25.0,Bronze
192,9,5,3499.04,699.81,500.0,9,1.8,55,0,5,3499.04,4198.86,0,2,4206.742449761905,0.021867247830783025,0,48.0,72.0,2.0,70.0,Gold
193,2,4,3344.23,836.06,259.46,9,2.25,63,1,5,3344.23,5016.36,0,2,5010.866798643579,0.02920491627866455,0,57.0,72.0,3.0,74.0,Gold
194,42,6,2387.68,397.95,405.08,7,1.17,55,1,5,2387.68,2387.7,0,2,2390.0628073809526,0.014251823887104616,0,27.0,69.0,1.0,61.0,Gold
195,173,2,1012.63,506.32,524.37,3,1.5,26,0,2,1012.63,2025.26,1,1,2035.2979565079359,0.9698489919450627,1,23.0,37.0,97.0,21.0,Bronze
196,57,1,177.18,177.18,0.0,1,1.0,54,1,1,177.18,354.36,0,0,355.52856983405485,0.08812407941613577,0,3.0,21.0,9.0,35.0,Bronze
197,193,4,1007.18,251.8,211.92,5,1.25,55,0,4,1007.18,1510.8000000000002,1,1,1513.3803259523818,0.9856094315790539,1,17.0,55.0,99.0,24.0,Bronze
198,28,7,3634.46,519.21,206.67,12,1.71,39,0,4,3634.46,3115.26,0,2,3112.4479484126996,0.02310924369747899,0,35.0,75.0,2.0,66.0,Gold
199,229,4,1666.81,416.7,337.06,8,2.0,37,0,6,1666.81,2500.2,1,1,2492.572163506494,0.9969843300287816,1,28.0,75.0,100.0,34.0,Bronze
200,66,7,4206.99,601.0,809.71,15,2.14,29,0,5,4206.99,3606.0,1,2,3614.100591746032,0.9638560347807619,1,41.0,85.0,96.0,43.0,Silver
201,321,1,2031.85,2031.85,0.0,2,2.0,26,0,2,2031.85,4063.7,1,2,4195.079894841271,0.9781201634292355,1,48.0,38.0,98.0,31.0,Bronze
202,4,7,3563.56,509.08,369.28,16,2.29,39,1,6,3563.56,3054.48,0,2,3053.475510555555,0.004875,0,35.0,92.0,0.0,72.0,Gold
203,230,2,991.9,495.95,419.02,3,1.5,36,0,2,991.9,1983.8,1,1,1994.3501431746026,0.9935637991734682,1,22.0,37.0,99.0,20.0,Bronze
204,33,3,2507.66,835.89,640.09,9,3.0,19,1,6,2507.66,5015.32,0,2,4999.800313643579,0.014633971850152121,0,57.0,81.0,1.0,77.0,Gold
205,1,4,1127.61,281.9,162.3,8,2.0,18,1,4,1127.61,1691.3999999999999,0,1,1686.2826840476191,0.021417047970341007,0,19.0,63.0,2.0,56.0,Silver
206,4,3,1864.96,621.65,183.01,6,2.0,67,1,3,1864.96,3729.8999999999996,0,2,3723.036899675326,0.0,0,42.0,53.0,0.0,63.0,Gold
207,10,2,941.82,470.91,601.28,3,1.5,43,0,3,941.82,1883.64,0,1,1886.2335426984137,0.027782486598254406,0,21.0,43.0,3.0,50.0,Silver
208,22,4,3255.6,813.9,704.41,9,2.25,68,1,5,3255.6,4883.4,0,2,4898.540024047618,0.02920491627866455,0,56.0,72.0,3.0,73.0,Gold
209,11,1,2243.32,2243.32,0.0,3,3.0,20,0,3,2243.32,4486.64,0,2,4236.189720793652,0.22930847545164032,0,48.0,55.0,23.0,59.0,Silver
210,139,3,1490.11,496.7,300.69,7,2.33,42,0,4,1490.11,2980.2,1,1,2974.0994150793663,0.990701528821225,1,34.0,62.0,99.0,32.0,Bronze
211,2,2,1167.22,583.61,501.21,3,1.5,21,0,3,1167.22,2334.44,0,1,2336.651708333333,0.042571880258298105,0,26.0,43.0,4.0,52.0,Silver
212,4,2,949.94,474.97,609.12,2,1.0,59,1,2,949.94,1899.88,0,1,1891.075582301588,0.04191740801179133,0,21.0,32.0,4.0,47.0,Silver
213,16,7,2446.37,349.48,270.97,14,2.0,60,1,6,2446.37,2096.88,0,2,2101.489564242424,0.09698984071240437,0,24.0,89.0,10.0,63.0,Gold
214,54,1,2027.01,2027.01,0.0,3,3.0,65,0,3,2027.01,4054.02,0,2,4320.929723174604,0.22002220567505446,0,49.0,55.0,22.0,60.0,Gold
215,59,5,1899.44,379.89,244.37,12,2.4,37,1,5,1899.44,2279.34,0,2,2265.4689442857143,0.027039711191335743,0,25.0,78.0,3.0,62.0,Gold
216,170,1,923.2,923.2,0.0,2,2.0,27,1,2,923.2,1846.4,1,1,1861.5285437362636,0.994417873114971,1,21.0,38.0,99.0,20.0,Bronze
217,189,4,2333.59,583.4,297.93,8,2.0,61,0,5,2333.59,3500.3999999999996,1,2,3495.7181730952375,0.9935389518775212,1,40.0,69.0,99.0,37.0,Bronze
218,83,1,1407.42,1407.42,0.0,3,3.0,21,1,3,1407.42,2814.84,1,1,2889.8287963492066,0.9799702041362097,1,33.0,55.0,98.0,30.0,Bronze
219,324,2,831.32,415.66,102.39,2,1.0,27,0,2,831.32,1662.64,1,0,1666.271064206349,0.9669761464114643,1,19.0,32.0,97.0,18.0,Bronze
220,1,6,3953.8,658.97,809.66,11,1.83,62,0,5,3953.8,3953.82,0,2,3959.840746190477,0.011598360655737706,0,45.0,77.0,1.0,71.0,Gold
221,95,1,1007.96,1007.96,0.0,3,3.0,37,0,3,1007.96,2015.92,1,1,2057.0678090537244,0.98,1,23.0,55.0,98.0,26.0,Bronze
222,364,1,228.06,228.06,0.0,2,2.0,68,1,2,228.06,456.12,1,0,440.28597666666684,0.9725713206121293,1,4.0,38.0,97.0,14.0,Bronze
223,66,2,232.74,116.37,84.92,3,1.5,63,0,2,232.74,465.48,1,0,474.9666194588743,0.9153408775762822,1,5.0,37.0,92.0,16.0,Bronze
224,69,3,936.65,312.22,144.11,8,2.67,46,0,5,936.65,1873.3,1,1,1874.7901526984133,0.9835101795753508,1,21.0,72.0,98.0,31.0,Bronze
225,16,3,2073.06,691.02,304.54,6,2.0,64,1,3,2073.06,4146.12,0,2,4144.5158802380965,0.0,0,47.0,53.0,0.0,65.0,Gold
226,28,6,4230.82,705.14,487.44,11,1.83,42,1,6,4230.82,4230.84,0,2,4239.357635952379,0.0026030004478280345,0,48.0,82.0,0.0,74.0,Gold
227,153,3,1362.25,454.08,286.94,6,2.0,37,1,4,1362.25,2724.48,1,1,2727.244020670996,0.9802323867895316,1,31.0,59.0,98.0,31.0,Bronze
228,25,3,1872.6,624.2,296.22,5,1.67,65,1,3,1872.6,3745.2,0,2,3739.903191103898,0.007567968082074665,0,42.0,50.0,1.0,62.0,Gold
229,85,2,1353.3,676.65,890.28,4,2.0,31,0,3,1353.3,2706.6,1,1,2705.8801165873024,0.9702238541915986,1,31.0,48.0,97.0,28.0,Bronze
230,198,1,209.68,209.68,0.0,1,1.0,57,1,1,209.68,419.36,1,0,415.28993012987024,0.9689745208585356,1,4.0,21.0,97.0,9.0,Bronze
231,197,3,789.81,263.27,284.31,5,1.67,65,0,3,789.81,1579.62,1,0,1578.8668062076817,0.9762622355979983,1,18.0,50.0,98.0,23.0,Bronze
232,6,1,301.57,301.57,0.0,2,2.0,63,0,2,301.57,603.14,0,0,613.6322638095239,0.029098261554525634,0,6.0,38.0,3.0,43.0,Silver
233,131,4,374.94,93.74,108.3,5,1.25,43,1,4,374.94,562.4399999999999,1,0,537.8023153968253,0.9629575820666616,1,6.0,55.0,96.0,20.0,Bronze
234,24,5,2689.83,537.97,579.19,12,2.4,36,0,5,2689.83,3227.82,0,2,3226.603914090908,0.001598360655737705,0,37.0,78.0,0.0,68.0,Gold
235,37,2,950.38,475.19,52.48,4,2.0,65,0,2,950.38,1900.76,0,1,1891.0356289682545,0.0034381647063394163,0,21.0,43.0,0.0,51.0,Silver
236,16,5,971.74,194.35,101.33,9,1.8,37,1,4,971.74,1166.1,0,1,1147.5445511255414,0.03983085289463883,0,13.0,66.0,4.0,54.0,Silver
237,7,4,1277.43,319.36,187.38,6,1.5,63,1,4,1277.43,1916.16,0,1,1910.601648650793,0.016566291516663167,0,21.0,58.0,2.0,55.0,Silver
238,51,3,1851.48,617.16,837.05,6,2.0,55,0,5,1851.48,3702.96,0,2,3712.0204284848496,0.003804514154552415,0,42.0,64.0,0.0,66.0,Gold
239,172,1,1439.67,1439.67,0.0,3,3.0,69,1,2,1439.67,2879.34,1,1,2955.5655556349207,1.0,1,33.0,49.0,100.0,28.0,Bronze
240,179,3,2039.0,679.67,665.82,7,2.33,49,0,4,2039.0,4078.0,1,2,4076.1922006709938,0.990701528821225,1,46.0,62.0,99.0,37.0,Bronze
241,72,2,362.79,181.4,126.3,6,3.0,51,0,3,362.79,725.58,1,0,721.9202479076479,0.9767280321191538,1,8.0,60.0,98.0,22.0,Bronze
242,197,2,1261.43,630.72,856.72,4,2.0,22,0,3,1261.43,2522.86,1,1,2519.189425894662,0.9643407757748441,1,28.0,48.0,96.0,27.0,Bronze
243,45,4,616.39,154.1,90.08,7,1.75,26,0,4,616.39,924.5999999999999,0,0,869.2448534054831,0.04773848234456734,0,9.0,61.0,5.0,50.0,Silver
244,21,3,1190.67,396.89,287.77,4,1.33,57,0,2,1190.67,2381.34,0,1,2385.4157861904764,0.0466743787408137,0,27.0,40.0,5.0,51.0,Silver
245,24,2,1518.09,759.04,593.21,5,2.5,35,1,5,1518.09,3036.18,0,1,3035.466440614386,0.021031180935380575,0,34.0,65.0,2.0,62.0,Gold
246,18,3,4638.54,1546.18,1084.1,8,2.67,46,1,4,4638.54,9277.08,0,2,8598.243229603167,0.06532810619251031,0,98.0,66.0,7.0,87.0,Platinum
247,79,3,1277.84,425.95,423.97,3,1.0,46,0,3,1277.84,2555.68,1,1,2551.4330619841276,0.9638323853896985,1,29.0,42.0,96.0,25.0,Bronze
248,119,1,211.75,211.75,0.0,1,1.0,37,1,1,211.75,423.5,1,0,424.76035428571436,0.9744024022597926,1,4.0,21.0,97.0,9.0,Bronze
249,33,2,732.99,366.5,46.96,3,1.5,68,0,3,732.99,1465.98,0,0,1466.4857624603173,0.035800177655170004,0,16.0,43.0,4.0,48.0,Silver
250,35,4,3764.63,941.16,936.29,9,2.25,37,1,5,3764.63,5646.96,0,2,5651.664845238095,0.017965691626218756,0,64.0,72.0,2.0,77.0,Gold
251,29,2,2011.89,1005.94,161.26,6,3.0,50,1,5,2011.89,4023.78,0,2,4028.9958191208807,0.03843624422651982,0,46.0,71.0,4.0,68.0,Gold
252,120,4,949.31,237.33,330.56,6,1.5,59,1,3,949.31,1423.98,1,1,1412.2847634126986,0.934051656671148,1,16.0,52.0,93.0,24.0,Bronze
253,187,4,2132.74,533.18,358.5,8,2.0,66,1,4,2132.74,3199.08,1,2,3193.0891852813843,0.9771847215112968,1,36.0,63.0,98.0,34.0,Bronze
254,103,2,689.84,344.92,457.03,4,2.0,66,1,2,689.84,1379.68,1,0,1380.1847594444441,0.9709558823529412,1,15.0,43.0,97.0,20.0,Bronze
255,30,1,432.24,432.24,0.0,2,2.0,60,1,2,432.24,864.48,0,0,902.720466269842,0.04828680439233203,0,10.0,38.0,5.0,44.0,Silver
256,4,7,5799.98,828.57,1250.33,16,2.29,57,0,6,5799.98,4971.42,0,2,4972.668842777778,0.0,0,57.0,92.0,0.0,80.0,Platinum
257,63,7,3330.84,475.83,393.05,14,2.0,26,0,6,3330.84,2854.98,1,2,2859.4334928571434,0.9583533160764718,1,32.0,89.0,96.0,41.0,Silver
258,52,2,290.45,145.23,42.62,3,1.5,53,0,2,290.45,580.9,0,0,581.5875184126983,0.06416370106761565,0,6.0,37.0,6.0,42.0,Silver
259,402,2,619.35,309.68,381.99,3,1.5,31,0,2,619.35,1238.7,1,0,1235.7562781746033,0.9847931844808144,1,14.0,37.0,98.0,17.0,Bronze
260,426,2,565.02,282.51,328.96,3,1.5,35,1,3,565.02,1130.04,1,0,1134.6535267460315,0.9755176326708727,1,12.0,43.0,98.0,18.0,Bronze
261,198,2,1439.82,719.91,981.48,4,2.0,64,1,3,1439.82,2879.64,1,1,2869.1940707142853,0.9906572409985892,1,32.0,48.0,99.0,28.0,Bronze
262,3,3,746.07,248.69,47.38,7,2.33,67,0,4,746.07,1492.1399999999999,0,0,1512.9720730952388,0.007918781725888325,0,17.0,62.0,1.0,55.0,Silver
263,27,2,1644.28,822.14,849.12,4,2.0,24,0,2,1644.28,3288.56,0,1,3298.7474530158715,0.03526174062731965,0,37.0,43.0,4.0,56.0,Silver
264,109,2,1352.82,676.41,10.54,6,3.0,19,1,4,1352.82,2705.64,1,1,2720.930846349207,0.9585105060257229,1,31.0,65.0,96.0,33.0,Bronze
265,183,3,716.66,238.89,117.98,7,2.33,61,0,4,716.66,1433.32,1,0,1417.1063050793653,0.9927937817258884,1,16.0,62.0,99.0,25.0,Bronze
266,175,1,1216.68,1216.68,0.0,2,2.0,52,1,2,1216.68,2433.36,1,1,2572.6163949278503,0.9965546218487396,1,29.0,38.0,100.0,23.0,Bronze
267,26,2,311.05,155.52,40.57,5,2.5,53,0,3,311.05,622.1,0,0,639.3986478454877,0.11018573096167604,0,7.0,54.0,11.0,46.0,Silver
268,4,2,1405.42,702.71,579.47,5,2.5,49,1,4,1405.42,2810.84,0,1,2818.768400476189,0.035706383785009455,0,32.0,60.0,4.0,60.0,Gold
269,292,2,1474.11,737.06,771.88,3,1.5,40,0,2,1474.11,2948.22,1,1,2954.56510388889,0.9914825808993565,1,33.0,37.0,99.0,25.0,Bronze
270,59,1,572.65,572.65,0.0,1,1.0,38,1,1,572.65,1145.3,0,0,1158.8663032539685,0.12700700450308272,0,13.0,21.0,13.0,38.0,Bronze
271,93,2,552.79,276.4,290.4,3,1.5,31,1,3,552.79,1105.58,1,0,1097.822777698413,0.9747831693940365,1,12.0,43.0,97.0,19.0,Bronze
272,108,2,1377.45,688.72,691.37,5,2.5,49,1,5,1377.45,2754.9,1,1,2767.943357246643,0.9502756330321053,1,31.0,65.0,95.0,33.0,Bronze
273,207,2,1956.33,978.16,72.41,6,3.0,43,1,4,1956.33,3912.66,1,2,3913.7094084065943,0.9694629627323779,1,44.0,65.0,97.0,38.0,Bronze
274,503,2,420.47,210.24,27.15,4,2.0,54,0,3,420.47,840.94,1,0,838.4992730952379,0.9665114423927961,1,9.0,48.0,97.0,19.0,Bronze
275,455,2,1166.44,583.22,510.79,3,1.5,37,1,2,1166.44,2332.88,1,1,2338.315866666666,0.9804237323840898,1,26.0,37.0,98.0,22.0,Bronze
276,148,5,2647.92,529.58,287.61,10,2.0,67,1,6,2647.92,3177.4800000000005,1,2,3175.8457095454546,0.9872471817159851,1,36.0,79.0,99.0,38.0,Bronze
277,366,1,86.1,86.1,0.0,1,1.0,38,0,1,86.1,172.2,1,0,165.49724603174607,0.9556986102055477,1,1.0,21.0,96.0,8.0,Bronze
278,356,2,1807.11,903.56,1199.4,2,1.0,65,0,2,1807.11,3614.22,1,1,3674.6396994444435,0.9930025971833035,1,42.0,32.0,99.0,27.0,Bronze
279,65,2,508.72,254.36,178.47,4,2.0,47,0,4,508.72,1017.44,1,0,1009.89534968254,0.9765655892497549,1,11.0,54.0,98.0,21.0,Bronze
280,326,3,1427.05,475.68,656.98,3,1.0,48,0,3,1427.05,2854.08,1,1,2856.154546190477,0.9685085403726709,1,32.0,42.0,97.0,26.0,Bronze
281,37,2,969.77,484.88,486.02,4,2.0,28,1,3,969.77,1939.54,0,1,1935.1426439682543,0.019970938389286222,0,22.0,48.0,2.0,53.0,Silver
282,57,4,2219.19,554.8,212.37,11,2.75,41,0,5,2219.19,3328.7999999999997,0,2,3331.2188779220796,0.03435454440132075,0,38.0,77.0,3.0,67.0,Gold
283,233,3,1544.69,514.9,320.17,6,2.0,69,0,3,1544.69,3089.38,1,1,3094.542897777778,0.9822058269618583,1,35.0,53.0,98.0,30.0,Bronze
284,2,4,840.61,210.15,210.06,5,1.25,54,1,3,840.61,1260.9,0,0,1252.364448571428,0.01817475007840045,0,14.0,50.0,2.0,50.0,Silver
285,222,1,499.5,499.5,0.0,2,2.0,22,1,2,499.5,999.0,1,0,995.3207130808081,0.9566030428669856,1,11.0,38.0,96.0,17.0,Bronze
286,151,3,1434.31,478.1,236.27,7,2.33,42,0,5,1434.31,2868.6000000000004,1,1,2863.9291628571436,0.9866421785862255,1,32.0,68.0,99.0,34.0,Bronze
287,3,6,4370.33,728.39,671.96,12,2.0,40,1,5,4370.33,4370.34,0,2,4379.866515000002,0.008475804114749347,0,50.0,79.0,1.0,73.0,Gold
288,312,2,552.98,276.49,233.49,5,2.5,26,0,4,552.98,1105.96,1,0,1102.899067063492,0.9465757395475268,1,12.0,60.0,95.0,24.0,Bronze
289,24,2,1834.6,917.3,47.18,6,3.0,57,0,6,1834.6,3669.2,0,2,3717.1325830891333,0.033995736485296635,0,42.0,76.0,3.0,69.0,Gold
290,239,1,39.56,39.56,0.0,1,1.0,53,1,1,39.56,79.12,1,0,75.28348709956708,0.9902628516872035,1,0.0,21.0,99.0,7.0,Bronze
291,28,2,2318.02,1159.01,963.4,3,1.5,34,1,3,2318.02,4636.04,0,2,4624.213107783884,0.03927589573054199,0,53.0,43.0,4.0,63.0,Gold
292,168,2,777.2,388.6,522.64,4,2.0,32,1,3,777.2,1554.4,1,0,1551.0250741269836,0.9462271078055532,1,17.0,48.0,95.0,23.0,Bronze
293,10,6,2465.45,410.91,554.41,12,2.0,23,0,5,2465.45,2465.46,0,2,2485.697053665224,0.027673042901371073,0,28.0,79.0,3.0,64.0,Gold
294,633,1,142.87,142.87,0.0,3,3.0,53,0,2,142.87,285.74,1,0,285.9026273809523,0.9693533969207678,1,3.0,49.0,97.0,17.0,Bronze
295,40,3,704.18,234.73,149.48,5,1.67,35,1,4,704.18,1408.36,0,0,1411.8817234126984,0.016068123466647637,0,16.0,55.0,2.0,52.0,Silver
296,62,7,3514.54,502.08,325.34,14,2.0,47,0,5,3514.54,3012.48,1,2,3009.4923484127,0.947984243697479,1,34.0,83.0,95.0,40.0,Silver
297,2,5,1952.7,390.54,279.8,9,1.8,32,1,3,1952.7,2343.2400000000002,0,2,2346.514218095239,0.008348907863329685,0,26.0,60.0,1.0,58.0,Silver
298,4,4,1201.33,300.33,127.36,9,2.25,44,1,5,1201.33,1801.98,0,1,1803.103926666666,0.033070453939960845,0,20.0,72.0,3.0,59.0,Silver
299,47,2,376.16,188.08,114.1,3,1.5,67,1,2,376.16,752.32,0,0,771.9949610822509,0.04322314049586777,0,8.0,37.0,4.0,43.0,Silver
300,24,2,1060.4,530.2,619.92,3,1.5,42,1,3,1060.4,2120.8,0,1,2124.849280396826,0.036552513663586576,0,24.0,43.0,4.0,51.0,Silver
301,508,3,2600.11,866.7,1017.75,5,1.67,62,0,4,2600.11,5200.200000000001,1,2,5183.960150238094,0.9905919671743075,1,59.0,55.0,99.0,40.0,Silver
302,269,2,534.74,267.37,242.44,2,1.0,41,1,2,534.74,1069.48,1,0,1075.1208250000002,0.9819211822660098,1,12.0,32.0,98.0,15.0,Bronze
303,405,3,1368.85,456.28,287.85,6,2.0,45,1,3,1368.85,2737.68,1,1,2735.9199509090918,0.9938045141545524,1,31.0,53.0,99.0,29.0,Bronze
304,42,4,2148.22,537.05,503.62,8,2.0,57,1,5,2148.22,3222.2999999999997,0,2,3223.5681307575737,0.010788844183333996,0,36.0,69.0,1.0,65.0,Gold
305,33,4,752.0,188.0,55.78,9,2.25,67,1,4,752.0,1128.0,0,0,1117.5053742207801,0.014875000000000001,0,12.0,66.0,1.0,54.0,Silver
306,369,2,235.86,117.93,107.72,2,1.0,68,1,2,235.86,471.72,1,0,479.6838595093795,0.9774177357777627,1,5.0,32.0,98.0,12.0,Bronze
307,82,2,2239.74,1119.87,1054.06,3,1.5,35,1,2,2239.74,4479.48,1,2,4527.629696984126,0.9739245685114685,1,52.0,37.0,97.0,33.0,Bronze
308,1,2,569.84,284.92,297.92,3,1.5,25,0,3,569.84,1139.68,0,0,1140.1305248412696,0.04519366888888232,0,12.0,43.0,5.0,46.0,Silver
309,27,1,1278.64,1278.64,0.0,2,2.0,21,1,2,1278.64,2557.28,0,1,2680.17278008658,0.05002833785130588,0,30.0,38.0,5.0,52.0,Silver
310,46,3,1296.24,432.08,257.49,7,2.33,54,1,5,1296.24,2592.48,0,1,2578.915320238096,0.02059878262520736,0,29.0,68.0,2.0,61.0,Gold
311,25,3,993.75,331.25,248.48,6,2.0,23,1,4,993.75,1987.5,0,1,1976.4704930952369,0.014721012471050732,0,22.0,59.0,1.0,56.0,Silver
312,1,3,961.19,320.4,64.56,4,1.33,48,0,4,961.19,1922.38,0,1,1918.927529206349,0.0150646326505544,0,21.0,51.0,2.0,53.0,Silver
313,6,1,453.58,453.58,0.0,2,2.0,41,0,2,453.58,907.16,0,0,958.0794963492071,0.005974919259228977,0,10.0,38.0,1.0,45.0,Silver
314,101,4,2652.62,663.16,429.08,9,2.25,58,1,4,2652.62,3978.96,1,2,3985.0130459523793,0.985663844183334,1,45.0,66.0,99.0,38.0,Bronze
315,173,4,934.74,233.68,241.28,6,1.5,44,0,3,934.74,1402.08,1,1,1408.9241222222224,0.9630156315984825,1,16.0,52.0,96.0,23.0,Bronze
316,191,1,307.42,307.42,0.0,3,3.0,27,1,3,307.42,614.84,1,0,615.9265742857145,0.9762727823154417,1,6.0,55.0,98.0,20.0,Bronze
317,113,1,1422.3,1422.3,0.0,1,1.0,48,0,1,1422.3,2844.6,1,1,2864.5945284920635,0.9718931818181819,1,32.0,21.0,97.0,20.0,Bronze
318,89,3,391.47,130.49,140.72,3,1.0,58,1,3,391.47,782.94,1,0,749.1216197619049,0.9620345379833987,1,8.0,42.0,96.0,17.0,Bronze
319,56,5,3564.01,712.8,475.71,13,2.6,24,0,5,3564.01,4276.799999999999,0,2,4265.26524,0.033039603318641426,0,48.0,80.0,3.0,72.0,Gold
320,7,4,2324.92,581.23,509.1,8,2.0,58,1,5,2324.92,3487.38,0,2,3488.463457619048,0.010788844183333996,0,40.0,69.0,1.0,66.0,Gold
321,153,2,2280.56,1140.28,329.19,5,2.5,39,1,2,2280.56,4561.12,1,2,4572.544111428571,0.9810814639185773,1,52.0,48.0,98.0,36.0,Bronze
322,247,2,149.44,74.72,7.38,2,1.0,61,0,2,149.44,298.88,1,0,337.91877323953827,0.9903400412521574,1,3.0,32.0,99.0,11.0,Bronze
323,11,4,3176.68,794.17,403.94,12,3.0,54,0,6,3176.68,4765.0199999999995,0,2,4752.26755857143,0.004875,0,54.0,86.0,0.0,77.0,Gold
324,175,2,476.38,238.19,206.57,3,1.5,59,1,2,476.38,952.76,1,0,950.156021176046,0.9854273352450071,1,10.0,37.0,99.0,15.0,Bronze
325,19,5,3612.41,722.48,297.87,11,2.2,36,1,6,3612.41,4334.88,0,2,4319.571510714289,0.029391737436188992,0,49.0,82.0,3.0,73.0,Gold
326,11,3,813.91,271.3,206.5,5,1.67,37,1,3,813.91,1627.8000000000002,0,0,1627.7583292784996,0.00814934174075931,0,18.0,50.0,1.0,52.0,Silver
