customer_id,recency,frequency,total_spent,clv_predicted,churn_probability,overall_score
957,68,4,1270.0,1894.573684365079,0.8449353716697431,32.0
958,130,1,93.28,181.7342941269842,0.9567833589001963,8.0
960,84,4,1840.1,2767.2925180519487,0.976430725681529,35.0
962,82,4,814.11,1205.8009688095237,0.9606347448337742,25.0
965,66,1,171.22,346.1153761111111,0.9662017613513246,8.0
966,165,2,281.63,569.9788460317459,0.9845939742427163,14.0
967,425,2,1327.91,2651.42897448052,0.9929343157602694,23.0
976,243,1,1063.85,2142.611936434677,1.0,24.0
977,65,2,1158.53,2319.838288095238,0.9810852963391019,29.0
982,170,2,160.77,341.52802698412694,0.9882627118644067,13.0
984,375,2,1294.44,2592.229850137085,0.9834528443425699,30.0
987,110,3,988.88,1976.2276811904749,0.980996639833771,28.0
988,87,2,1388.63,2776.5361801831514,0.948363478698359,28.0
989,221,1,1350.3,2816.6351721500714,0.9936042950453006,30.0
991,104,2,819.42,1638.0205107142851,0.9632719085463222,28.0
995,105,1,168.8,346.1153761111111,0.9845774770842428,8.0
1000,164,2,1772.01,3540.5478054761893,0.9602567319093828,35.0
